date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,num_attributes,run_time_seconds
2026-02-17 13:06:19,FPGrowth,{'Educational attainment': 20},{'Sex': 2},8,100,17500,Homogeneous,2,3.8738430999219418
2026-02-17 13:06:22,FPGrowth,{'Educational attainment': 21},{'Sex': 1},8,100,17500,Homogeneous,2,3.6685291826725006
2026-02-17 13:06:26,FPGrowth,{'Educational attainment': 20},{'Sex': 1},8,100,17500,Homogeneous,2,3.6299547385424376
2026-02-17 13:06:29,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},2,100,17500,NOT Homogeneous,2,3.2526799105107784
2026-02-17 13:06:31,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,100,17500,NOT Homogeneous,2,1.6928118728101254
2026-02-17 13:06:33,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},4,100,17500,NOT Homogeneous,2,1.659158980473876
2026-02-17 13:06:34,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},4,100,17500,NOT Homogeneous,2,1.64182766713202
2026-02-17 13:06:36,RW,{'Public health coverage': 2},{'With a disability': 2},4,100,17500,NOT Homogeneous,2,1.5738277658820152
2026-02-17 13:06:38,RW,{'Public health coverage': 2},{'With a disability': 2},25,100,17500,NOT Homogeneous,2,1.9007634595036507
2026-02-17 13:06:40,RW,{'Public health coverage': 2},{'With a disability': 2},10,100,17500,NOT Homogeneous,2,1.7524117194116116
2026-02-17 13:06:42,RW,{'Private health insurance coverage': 2},{'With a disability': 2},5,100,17500,NOT Homogeneous,2,1.6173499897122383
2026-02-17 13:06:43,RW,{'Private health insurance coverage': 2},{'With a disability': 2},4,100,17500,NOT Homogeneous,2,1.4502572622150183
2026-02-17 13:06:44,RW,{'Private health insurance coverage': 2},{'With a disability': 2},1,100,17500,NOT Homogeneous,2,1.3072242848575115
2026-02-17 13:06:49,RW,{'Educational attainment': 20},{'With a disability': 2},7,100,17500,Homogeneous,2,4.393985433503985
2026-02-17 13:06:53,RW,{'Educational attainment': 20},{'With a disability': 2},7,100,17500,Homogeneous,2,4.49900977499783
2026-02-17 13:06:58,RW,{'Educational attainment': 20},{'With a disability': 2},7,100,17500,Homogeneous,2,4.569766566157341
2026-02-17 13:07:03,RW,{'Educational attainment': 21},{'With a disability': 2},8,100,17500,Homogeneous,2,4.634418593719602
2026-02-17 13:07:07,RW,{'Educational attainment': 21},{'With a disability': 2},8,100,17500,Homogeneous,2,4.740894326940179
2026-02-17 13:07:12,RW,{'Educational attainment': 21},{'With a disability': 2},8,100,17500,Homogeneous,2,4.848002703860402
2026-02-17 13:07:17,RW,{'Educational attainment': 22},{'With a disability': 2},8,100,17500,Homogeneous,2,4.6352734342217445
2026-02-17 13:07:22,RW,{'Educational attainment': 22},{'With a disability': 2},8,100,17500,Homogeneous,2,4.506055444478989
2026-02-17 13:07:26,RW,{'Educational attainment': 22},{'With a disability': 2},8,100,17500,Homogeneous,2,4.576892502605915
2026-02-17 13:07:29,RW,{'Educational attainment': 20},{'Sex': 2},8,100,17500,Homogeneous,2,2.8213419541716576
2026-02-17 13:07:32,RW,{'Educational attainment': 20},{'Sex': 2},8,100,17500,Homogeneous,2,2.8261708468198776
2026-02-17 13:07:35,RW,{'Educational attainment': 20},{'Sex': 2},8,100,17500,Homogeneous,2,2.9473327230662107
2026-02-17 13:07:38,RW,{'Educational attainment': 21},{'Sex': 1},8,100,17500,Homogeneous,2,2.610768647864461
2026-02-17 13:07:40,RW,{'Educational attainment': 21},{'Sex': 1},8,100,17500,Homogeneous,2,2.6431086640805006
2026-02-17 13:07:43,RW,{'Educational attainment': 21},{'Sex': 1},8,100,17500,Homogeneous,2,2.6305150780826807
2026-02-17 13:07:46,RW,{'Educational attainment': 20},{'Sex': 1},7,100,17500,Homogeneous,2,2.6222334522753954
2026-02-17 13:07:48,RW,{'Educational attainment': 20},{'Sex': 1},7,100,17500,Homogeneous,2,2.694456135854125
2026-02-17 13:07:51,RW,{'Educational attainment': 20},{'Sex': 1},7,100,17500,Homogeneous,2,2.61838411539793
2026-02-17 13:07:52,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,100,17500,NOT Homogeneous,2,0.9966408554464579
2026-02-17 13:07:53,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,100,17500,NOT Homogeneous,2,1.0588034857064486
2026-02-17 13:07:54,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},3,100,17500,NOT Homogeneous,2,1.0695613529533148
2026-02-17 13:08:00,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},9,100,17500,NOT Homogeneous,2,6.015678433701396
2026-02-17 13:08:07,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},11,100,17500,NOT Homogeneous,2,6.283578876405954
2026-02-17 13:08:13,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},2,100,17500,NOT Homogeneous,2,5.7585663292557
2026-02-17 13:08:19,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},7,100,17500,Homogeneous,2,6.263095822185278
2026-02-17 13:08:26,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},8,100,17500,Homogeneous,2,6.465598924085498
2026-02-17 13:08:32,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},8,100,17500,Homogeneous,2,6.124597884714603
2026-02-17 13:08:36,FPGrowth,{'Educational attainment': 20},{'Sex': 2},8,100,17500,Homogeneous,2,3.7107101809233427
2026-02-17 13:08:39,FPGrowth,{'Educational attainment': 21},{'Sex': 1},8,100,17500,Homogeneous,2,3.7727681919932365
2026-02-17 13:08:43,FPGrowth,{'Educational attainment': 20},{'Sex': 1},7,100,17500,Homogeneous,2,3.5938646122813225
2026-02-17 13:08:47,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},2,100,17500,NOT Homogeneous,2,3.4020741023123264
2026-02-17 13:08:50,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},9,100,17500,NOT Homogeneous,4,3.5047497004270554
2026-02-17 13:08:56,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},155,100,17500,NOT Homogeneous,4,5.448905801400542
2026-02-17 13:09:00,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},91,100,17500,NOT Homogeneous,4,4.738102208822966
2026-02-17 13:09:04,RW,{'Public health coverage': 2},{'With a disability': 2},31,100,17500,NOT Homogeneous,4,3.775963932275772
2026-02-17 13:09:08,RW,{'Public health coverage': 2},{'With a disability': 2},45,100,17500,NOT Homogeneous,4,3.794502729550004
2026-02-17 13:09:12,RW,{'Public health coverage': 2},{'With a disability': 2},71,100,17500,NOT Homogeneous,4,4.205143405124545
2026-02-17 13:09:16,RW,{'Private health insurance coverage': 2},{'With a disability': 2},1,100,17500,NOT Homogeneous,4,3.3662556428462267
2026-02-17 13:09:19,RW,{'Private health insurance coverage': 2},{'With a disability': 2},7,100,17500,NOT Homogeneous,4,3.385506059974432
2026-02-17 13:09:23,RW,{'Private health insurance coverage': 2},{'With a disability': 2},24,100,17500,NOT Homogeneous,4,3.481712892651558
2026-02-17 13:09:33,RW,{'Educational attainment': 20},{'With a disability': 2},656,100,17500,NOT Homogeneous,4,9.335844591259956
2026-02-17 13:09:38,RW,{'Educational attainment': 20},{'With a disability': 2},290,100,17500,NOT Homogeneous,4,5.501947136595845
2026-02-17 13:09:43,RW,{'Educational attainment': 20},{'With a disability': 2},218,100,17500,NOT Homogeneous,4,5.161034082993865
2026-02-17 13:09:49,RW,{'Educational attainment': 21},{'With a disability': 2},330,100,17500,NOT Homogeneous,4,5.516306521371007
2026-02-17 13:09:56,RW,{'Educational attainment': 21},{'With a disability': 2},432,100,17500,NOT Homogeneous,4,6.612165812402964
2026-02-17 13:10:01,RW,{'Educational attainment': 21},{'With a disability': 2},339,100,17500,NOT Homogeneous,4,5.825752135366201
2026-02-17 13:10:05,RW,{'Educational attainment': 22},{'With a disability': 2},48,100,17500,NOT Homogeneous,4,3.5761725958436728
2026-02-17 13:10:08,RW,{'Educational attainment': 22},{'With a disability': 2},1,100,17500,NOT Homogeneous,4,3.279774548485875
2026-02-17 13:10:12,RW,{'Educational attainment': 22},{'With a disability': 2},7,100,17500,NOT Homogeneous,4,3.3746272418648005
2026-02-17 13:10:21,RW,{'Educational attainment': 20},{'Sex': 2},56,100,17500,Homogeneous,4,9.118075177073479
2026-02-17 13:10:30,RW,{'Educational attainment': 20},{'Sex': 2},60,100,17500,Homogeneous,4,9.405945237725973
2026-02-17 13:10:40,RW,{'Educational attainment': 20},{'Sex': 2},58,100,17500,Homogeneous,4,9.141936264932156
2026-02-17 13:10:48,RW,{'Educational attainment': 21},{'Sex': 1},50,100,17500,Homogeneous,4,8.391215033829212
2026-02-17 13:10:56,RW,{'Educational attainment': 21},{'Sex': 1},52,100,17500,Homogeneous,4,8.164576904848218
2026-02-17 13:11:05,RW,{'Educational attainment': 21},{'Sex': 1},50,100,17500,Homogeneous,4,8.2760222684592
2026-02-17 13:11:08,RW,{'Educational attainment': 20},{'Sex': 1},175,100,17500,NOT Homogeneous,4,3.0146974623203278
2026-02-17 13:11:12,RW,{'Educational attainment': 20},{'Sex': 1},345,100,17500,NOT Homogeneous,4,4.139959497377276
2026-02-17 13:11:17,RW,{'Educational attainment': 20},{'Sex': 1},469,100,17500,NOT Homogeneous,4,4.995667008683085
2026-02-17 13:11:19,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},15,100,17500,NOT Homogeneous,4,1.865132549777627
2026-02-17 13:11:21,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},31,100,17500,NOT Homogeneous,4,1.9899028930813074
2026-02-17 13:11:23,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},22,100,17500,NOT Homogeneous,4,1.9041848462074995
2026-02-17 13:11:31,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},5,100,17500,NOT Homogeneous,4,7.698105663061142
2026-02-17 13:11:39,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},9,100,17500,NOT Homogeneous,4,7.873175101354718
2026-02-17 13:11:47,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},3,100,17500,NOT Homogeneous,4,7.724926970899105
2026-02-17 13:11:55,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},81,100,17500,NOT Homogeneous,4,8.168773502111435
2026-02-17 13:12:06,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},308,100,17500,NOT Homogeneous,4,10.992230916395783
2026-02-17 13:12:14,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},27,100,17500,NOT Homogeneous,4,7.9768215995281935
2026-02-17 13:12:21,FPGrowth,{'Educational attainment': 20},{'Sex': 2},71,100,17500,Homogeneous,4,6.6305838618427515
2026-02-17 13:12:28,FPGrowth,{'Educational attainment': 21},{'Sex': 1},63,100,17500,Homogeneous,4,6.341982118785381
2026-02-17 13:12:33,FPGrowth,{'Educational attainment': 20},{'Sex': 1},121,100,17500,NOT Homogeneous,4,5.394320137798786
2026-02-17 13:12:38,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},10,100,17500,NOT Homogeneous,4,4.3215718399733305
2026-02-17 13:12:41,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,100,17500,NOT Homogeneous,4,3.3531366139650345
2026-02-17 13:12:45,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},56,100,17500,NOT Homogeneous,4,3.9578443709760904
2026-02-17 13:12:49,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},21,100,17500,NOT Homogeneous,4,3.571392135694623
2026-02-17 13:12:52,RW,{'Public health coverage': 2},{'With a disability': 2},44,100,17500,NOT Homogeneous,4,3.4917353242635727
2026-02-17 13:12:56,RW,{'Public health coverage': 2},{'With a disability': 2},61,100,17500,NOT Homogeneous,4,3.6476800981909037
2026-02-17 13:13:01,RW,{'Public health coverage': 2},{'With a disability': 2},187,100,17500,NOT Homogeneous,4,4.7401857897639275
2026-02-17 13:13:05,RW,{'Private health insurance coverage': 2},{'With a disability': 2},49,100,17500,NOT Homogeneous,4,3.6395488418638706
2026-02-17 13:13:09,RW,{'Private health insurance coverage': 2},{'With a disability': 2},43,100,17500,NOT Homogeneous,4,3.8224766235798597
2026-02-17 13:13:14,RW,{'Private health insurance coverage': 2},{'With a disability': 2},194,100,17500,NOT Homogeneous,4,5.423691984266043
2026-02-17 13:13:21,RW,{'Educational attainment': 20},{'With a disability': 2},397,100,17500,NOT Homogeneous,4,6.886758141219616
2026-02-17 13:13:27,RW,{'Educational attainment': 20},{'With a disability': 2},328,100,17500,NOT Homogeneous,4,5.811384338885546
2026-02-17 13:13:31,RW,{'Educational attainment': 20},{'With a disability': 2},195,100,17500,NOT Homogeneous,4,4.58519272133708
2026-02-17 13:13:39,RW,{'Educational attainment': 21},{'With a disability': 2},403,100,17500,NOT Homogeneous,4,6.929874772205949
2026-02-17 13:13:47,RW,{'Educational attainment': 21},{'With a disability': 2},604,100,17500,NOT Homogeneous,4,8.576907522976398
2026-02-17 13:13:52,RW,{'Educational attainment': 21},{'With a disability': 2},238,100,17500,NOT Homogeneous,4,5.10323453322053
2026-02-17 13:14:07,RW,{'Educational attainment': 22},{'With a disability': 2},53,100,17500,Homogeneous,4,13.98505094461143
2026-02-17 13:14:21,RW,{'Educational attainment': 22},{'With a disability': 2},53,100,17500,Homogeneous,4,14.386189121752977
2026-02-17 13:14:35,RW,{'Educational attainment': 22},{'With a disability': 2},56,100,17500,Homogeneous,4,14.376546846702695
2026-02-17 13:14:44,RW,{'Educational attainment': 20},{'Sex': 2},55,100,17500,Homogeneous,4,8.777382224798203
2026-02-17 13:14:53,RW,{'Educational attainment': 20},{'Sex': 2},51,100,17500,Homogeneous,4,8.73130395449698
2026-02-17 13:15:02,RW,{'Educational attainment': 20},{'Sex': 2},53,100,17500,Homogeneous,4,8.900484912097454
2026-02-17 13:15:04,RW,{'Educational attainment': 21},{'Sex': 1},16,100,17500,NOT Homogeneous,4,2.2925399467349052
2026-02-17 13:15:07,RW,{'Educational attainment': 21},{'Sex': 1},7,100,17500,NOT Homogeneous,4,2.2389760240912437
2026-02-17 13:15:09,RW,{'Educational attainment': 21},{'Sex': 1},7,100,17500,NOT Homogeneous,4,2.198982946574688
2026-02-17 13:15:18,RW,{'Educational attainment': 20},{'Sex': 1},55,100,17500,Homogeneous,4,8.822347784414887
2026-02-17 13:15:27,RW,{'Educational attainment': 20},{'Sex': 1},57,100,17500,Homogeneous,4,9.045308975502849
2026-02-17 13:15:36,RW,{'Educational attainment': 20},{'Sex': 1},57,100,17500,Homogeneous,4,9.058278419077396
2026-02-17 13:15:44,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},53,100,17500,Homogeneous,4,8.431042606011033
2026-02-17 13:15:52,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},50,100,17500,Homogeneous,4,7.9991140607744455
2026-02-17 13:16:00,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},50,100,17500,Homogeneous,4,7.912596508860588
2026-02-17 13:16:09,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},6,100,17500,NOT Homogeneous,4,8.023350812494755
2026-02-17 13:16:17,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},37,100,17500,NOT Homogeneous,4,8.418647283688188
2026-02-17 13:16:25,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},1,100,17500,NOT Homogeneous,4,7.5608015935868025
2026-02-17 13:16:36,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},326,100,17500,NOT Homogeneous,4,11.159512104466558
2026-02-17 13:17:00,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},1337,100,17500,NOT Homogeneous,4,23.227627504616976
2026-02-17 13:17:11,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},63,100,17500,Homogeneous,4,10.816431412473321
2026-02-17 13:17:17,FPGrowth,{'Educational attainment': 20},{'Sex': 2},63,100,17500,Homogeneous,4,6.483757147565484
2026-02-17 13:17:23,FPGrowth,{'Educational attainment': 21},{'Sex': 1},105,100,17500,NOT Homogeneous,4,5.422156820073724
2026-02-17 13:17:30,FPGrowth,{'Educational attainment': 20},{'Sex': 1},71,100,17500,Homogeneous,4,6.919436426833272
2026-02-17 13:17:36,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},47,100,17500,Homogeneous,4,6.2464066203683615
2026-02-17 13:17:40,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},55,100,17500,NOT Homogeneous,4,3.616785755380988
2026-02-17 13:17:45,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},166,100,17500,NOT Homogeneous,4,4.362222831696272
2026-02-17 13:17:49,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},149,100,17500,NOT Homogeneous,4,4.696525521576405
2026-02-17 13:17:54,RW,{'Public health coverage': 2},{'With a disability': 2},67,100,17500,NOT Homogeneous,4,4.229094857349992
2026-02-17 13:17:58,RW,{'Public health coverage': 2},{'With a disability': 2},121,100,17500,NOT Homogeneous,4,4.639229303225875
2026-02-17 13:18:04,RW,{'Public health coverage': 2},{'With a disability': 2},144,100,17500,NOT Homogeneous,4,5.622490059584379
2026-02-17 13:18:08,RW,{'Private health insurance coverage': 2},{'With a disability': 2},73,100,17500,NOT Homogeneous,4,3.947231637313962
2026-02-17 13:18:12,RW,{'Private health insurance coverage': 2},{'With a disability': 2},19,100,17500,NOT Homogeneous,4,3.323360498994589
2026-02-17 13:18:15,RW,{'Private health insurance coverage': 2},{'With a disability': 2},7,100,17500,NOT Homogeneous,4,3.4982029665261507
2026-02-17 13:18:23,RW,{'Educational attainment': 20},{'With a disability': 2},602,100,17500,NOT Homogeneous,4,7.623475240543485
2026-02-17 13:18:26,RW,{'Educational attainment': 20},{'With a disability': 2},35,100,17500,NOT Homogeneous,4,3.3905332386493683
2026-02-17 13:18:34,RW,{'Educational attainment': 20},{'With a disability': 2},510,100,17500,NOT Homogeneous,4,7.157899230718613
2026-02-17 13:18:48,RW,{'Educational attainment': 21},{'With a disability': 2},52,100,17500,Homogeneous,4,14.457364693284035
2026-02-17 13:19:02,RW,{'Educational attainment': 21},{'With a disability': 2},48,100,17500,Homogeneous,4,14.145730206742883
2026-02-17 13:19:16,RW,{'Educational attainment': 21},{'With a disability': 2},51,100,17500,Homogeneous,4,13.962675696238875
2026-02-17 13:19:20,RW,{'Educational attainment': 22},{'With a disability': 2},30,100,17500,NOT Homogeneous,4,3.8038483522832394
2026-02-17 13:19:24,RW,{'Educational attainment': 22},{'With a disability': 2},32,100,17500,NOT Homogeneous,4,3.9957333002239466
2026-02-17 13:19:29,RW,{'Educational attainment': 22},{'With a disability': 2},46,100,17500,NOT Homogeneous,4,5.094032330438495
2026-02-17 13:19:34,RW,{'Educational attainment': 20},{'Sex': 2},407,100,17500,NOT Homogeneous,4,4.730446085333824
2026-02-17 13:19:39,RW,{'Educational attainment': 20},{'Sex': 2},340,100,17500,NOT Homogeneous,4,4.353540189564228
2026-02-17 13:19:44,RW,{'Educational attainment': 20},{'Sex': 2},415,100,17500,NOT Homogeneous,4,5.316717442125082
2026-02-17 13:19:53,RW,{'Educational attainment': 21},{'Sex': 1},55,100,17500,Homogeneous,4,8.587615970522165
2026-02-17 13:20:01,RW,{'Educational attainment': 21},{'Sex': 1},59,100,17500,Homogeneous,4,8.632694218307734
2026-02-17 13:20:10,RW,{'Educational attainment': 21},{'Sex': 1},52,100,17500,Homogeneous,4,8.825191767886281
2026-02-17 13:20:19,RW,{'Educational attainment': 20},{'Sex': 1},57,100,17500,Homogeneous,4,8.98189002275467
2026-02-17 13:20:28,RW,{'Educational attainment': 20},{'Sex': 1},58,100,17500,Homogeneous,4,8.721861882135272
2026-02-17 13:20:37,RW,{'Educational attainment': 20},{'Sex': 1},57,100,17500,Homogeneous,4,8.579760214313865
2026-02-17 13:20:39,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},24,100,17500,NOT Homogeneous,4,2.0931704491376877
2026-02-17 13:20:41,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},11,100,17500,NOT Homogeneous,4,2.0552042108029127
2026-02-17 13:20:43,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},13,100,17500,NOT Homogeneous,4,2.130516456440091
2026-02-17 13:20:51,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},24,100,17500,NOT Homogeneous,4,7.671971805393696
2026-02-17 13:21:00,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},64,100,17500,NOT Homogeneous,4,8.546348309144378
2026-02-17 13:21:09,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},77,100,17500,NOT Homogeneous,4,8.822005052119493
2026-02-17 13:21:17,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},20,100,17500,NOT Homogeneous,4,7.963416200131178
2026-02-17 13:21:28,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},63,100,17500,Homogeneous,4,10.794579565525055
2026-02-17 13:21:37,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},20,100,17500,NOT Homogeneous,4,8.576487958431244
2026-02-17 13:21:52,FPGrowth,{'Educational attainment': 20},{'Sex': 2},1219,100,17500,NOT Homogeneous,4,15.686744879931211
2026-02-17 13:21:59,FPGrowth,{'Educational attainment': 21},{'Sex': 1},71,100,17500,Homogeneous,4,6.657471604645252
2026-02-17 13:22:06,FPGrowth,{'Educational attainment': 20},{'Sex': 1},71,100,17500,Homogeneous,4,6.272683346644044
2026-02-17 13:22:10,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,100,17500,NOT Homogeneous,4,4.338605245575309
