Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,Age,ConvertedSalary,HDI,GDP,GINI
1,20,3,1,2,16,8,1,3,1,3,2,1,2,1,3,25560,1,1,3
1,10,3,1,2,1,7,2,4,1,1,2,1,1,1,3,44060,1,1,1
1,2,1,1,1,5,8,2,3,4,1,3,2,2,2,1,135000,1,2,2
1,14,1,1,1,2,3,1,4,1,1,1,1,2,2,3,52339,1,1,1
2,2,1,1,2,2,3,2,3,1,1,4,1,2,2,3,80000,1,2,2
1,2,1,1,2,18,2,2,3,1,1,2,1,1,2,3,65000,1,2,2
1,18,1,0,2,12,11,2,2,1,1,1,1,2,1,1,73433,1,1,3
1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,150000,1,2,2
1,2,1,1,2,2,10,1,3,1,1,4,1,1,2,1,51000,1,2,2
2,2,1,1,2,6,2,3,3,1,1,1,1,2,2,3,76000,1,2,2
2,2,1,1,2,5,2,1,4,1,1,1,1,2,2,3,114000,1,2,2
1,17,1,1,3,9,8,2,3,1,1,1,1,1,4,3,163838,1,1,2
2,17,1,1,2,2,8,2,3,1,1,1,1,1,4,3,105324,1,1,2
1,9,1,1,2,2,8,2,3,1,1,7,1,2,1,3,55075,1,1,1
2,5,1,1,3,2,1,1,1,1,1,6,3,2,3,5,147951,1,1,1
2,6,1,0,2,11,2,2,3,1,1,1,3,1,4,3,16908,2,3,2
1,9,1,1,2,2,10,1,3,1,1,9,1,1,1,1,76368,1,1,1
1,2,1,1,2,3,8,2,4,1,1,7,1,2,2,3,135000,1,2,2
2,11,1,0,2,10,8,2,2,1,1,5,1,2,1,1,37940,1,1,1
1,1,1,1,2,5,2,1,2,1,1,1,1,2,1,2,37504,1,1,1
1,14,1,1,2,2,2,2,2,1,1,1,1,2,2,1,44287,1,1,1
2,2,1,1,2,2,10,1,3,1,1,2,1,1,2,1,120000,1,2,2
1,2,1,1,2,10,1,2,1,1,1,3,1,1,2,5,109075,1,2,2
1,2,1,1,1,2,7,2,1,1,1,4,1,2,2,1,79000,1,2,2
1,10,1,1,2,2,7,1,3,1,1,1,1,2,1,2,58746,1,1,1
1,2,1,1,1,2,3,3,3,1,1,5,2,2,2,2,50000,1,2,2
1,2,1,1,2,2,5,2,4,1,4,3,1,2,2,3,124000,1,2,2
2,2,1,1,2,2,8,2,4,1,1,5,1,2,2,4,83000,1,2,2
1,14,1,1,1,9,3,2,1,1,1,1,1,1,2,1,72469,1,1,1
1,8,2,1,2,1,3,3,3,1,1,8,1,2,1,2,10620,2,3,2
1,19,3,1,2,10,7,2,2,1,1,1,1,2,1,2,43788,1,1,3
1,2,1,1,2,2,7,2,4,1,1,1,1,2,2,2,29000,1,2,2
1,2,1,1,2,2,8,3,3,1,1,3,1,2,2,3,80000,1,2,2
1,2,1,1,3,2,3,3,4,1,1,7,2,1,2,3,140000,1,2,2
2,2,1,1,2,2,10,2,1,1,1,7,1,1,2,1,185000,1,2,2
1,14,1,1,2,2,3,2,1,1,1,5,1,2,2,2,62404,1,1,1
2,13,1,0,2,2,4,2,1,7,2,1,2,2,5,2,7860,3,3,2
1,14,1,1,1,4,4,1,1,4,1,7,2,2,2,3,36235,1,1,1
1,13,3,0,2,10,7,2,1,1,1,1,2,2,5,2,6852,3,3,2
2,1,1,1,2,2,5,2,4,1,1,2,1,2,1,1,61812,1,1,1
1,2,1,1,2,2,8,2,3,1,1,2,1,1,2,1,82000,1,2,2
1,2,1,1,2,5,2,1,2,1,1,4,3,2,2,3,101200,1,2,2
2,6,1,1,2,5,7,3,1,1,1,3,1,1,4,3,9204,2,3,2
1,2,1,1,2,2,10,2,4,1,1,3,1,2,2,3,170000,1,2,2
1,12,1,1,3,11,8,2,3,1,1,1,1,2,4,1,58752,2,3,2
1,9,2,0,2,10,2,2,3,1,1,8,1,2,1,2,5880,1,1,1
1,2,1,0,1,5,8,3,4,1,1,10,3,2,2,3,165000,1,2,2
2,15,1,1,2,2,10,2,2,1,1,2,1,1,1,1,36716,1,1,1
1,2,1,1,1,2,9,2,1,1,1,8,1,1,2,1,2000000,1,2,2
1,8,1,1,2,2,7,2,4,1,1,3,1,2,1,2,27600,2,3,2
1,2,1,0,2,4,5,2,3,1,1,5,1,2,2,3,80000,1,2,2
1,2,1,1,2,2,8,2,4,1,1,3,1,1,2,3,125000,1,2,2
1,10,1,1,2,3,7,3,3,4,2,1,1,2,1,3,34513,1,1,1
1,14,1,1,1,2,2,2,3,1,1,2,1,2,2,3,68443,1,1,1
1,1,3,1,1,14,2,2,4,1,1,1,1,2,1,3,55562,1,1,1
2,1,1,1,3,2,5,2,1,1,1,1,1,2,1,1,61118,1,1,1
2,2,3,1,3,14,2,3,3,4,1,7,1,2,2,3,75600,1,2,2
1,18,1,1,2,2,6,2,2,1,1,1,1,1,1,1,954624,1,1,3
1,3,3,1,2,5,2,2,2,1,1,8,1,2,1,2,22030,1,1,3
1,9,1,0,2,2,7,1,4,1,4,9,1,2,1,2,9552,1,1,1
2,11,1,1,2,2,3,2,3,1,1,3,1,2,1,1,42836,1,1,1
1,2,1,1,2,2,3,3,3,1,1,8,1,2,2,3,210000,1,2,2
1,5,2,0,2,4,3,2,3,1,1,1,1,2,3,2,23028,1,1,1
1,1,1,0,2,2,8,2,2,1,1,3,1,2,1,3,76397,1,1,1
1,5,1,1,2,5,7,1,2,1,1,6,3,2,3,2,43985,1,1,1
1,1,1,1,1,2,5,2,2,1,1,2,1,2,1,3,76397,1,1,1
1,2,1,1,2,2,8,1,3,1,1,3,1,1,2,3,130000,1,2,2
1,20,1,0,2,2,1,2,3,1,1,2,1,1,1,4,91791,1,1,3
1,2,1,1,1,3,11,2,4,4,1,3,1,1,2,3,190000,1,2,2
2,6,1,1,2,2,7,3,3,1,1,1,3,2,4,2,19568,2,3,2
1,10,1,1,2,15,6,1,3,1,1,9,1,1,1,1,58746,1,1,1
1,2,1,1,2,10,3,3,3,1,2,2,3,2,2,3,67000,1,2,2
1,10,1,1,2,2,9,1,4,1,1,8,1,1,1,1,157584,1,1,1
1,6,1,1,2,2,7,2,4,1,1,9,3,2,4,3,117408,2,3,2
2,1,1,0,2,15,4,1,3,1,1,4,1,2,1,2,408372,1,1,1
1,2,1,1,1,5,8,2,3,1,1,1,1,2,2,3,2000000,1,2,2
1,2,1,1,3,2,3,2,4,1,1,7,1,2,2,3,200000,1,2,2
1,17,1,1,2,2,6,1,2,1,1,1,2,1,4,1,105324,1,1,2
1,1,1,0,1,14,3,1,4,1,1,8,1,1,1,1,52783,1,1,1
1,6,1,1,2,2,7,1,4,1,1,3,3,2,4,2,18785,2,3,2
1,1,1,1,2,5,3,2,1,1,1,2,1,2,1,3,48616,1,1,1
2,2,1,1,2,2,8,2,3,1,1,2,1,1,2,3,110000,1,2,2
2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,105000,1,2,2
1,6,2,1,2,2,2,3,2,1,1,1,1,2,4,2,3132,2,3,2
1,2,1,1,3,2,5,2,2,1,1,1,1,2,2,3,130000,1,2,2
1,2,1,1,3,2,5,2,4,1,1,3,1,2,2,1,53000,1,2,2
1,2,1,1,2,2,6,1,3,1,1,1,1,1,2,1,175000,1,2,2
1,7,1,1,2,5,2,2,3,1,1,9,1,2,1,2,21168,2,3,1
1,19,1,0,2,17,4,1,3,1,1,3,1,2,1,6,11256,1,1,3
1,2,1,1,2,3,8,1,1,1,1,2,1,1,2,3,121000,1,2,2
1,3,2,0,2,2,7,1,3,1,1,9,1,2,1,2,45528,1,1,3
1,2,1,1,2,10,2,2,4,1,1,3,1,2,2,3,72500,1,2,2
1,8,1,1,3,2,5,2,3,1,1,4,1,2,1,3,63684,2,3,2
1,6,1,1,2,3,2,2,2,1,1,9,2,1,4,3,11268,2,3,2
1,7,2,0,1,2,7,1,3,1,1,4,2,2,1,3,11640,2,3,1
1,2,1,1,1,2,3,1,4,1,1,1,1,1,2,3,90000,1,2,2
1,15,1,0,2,2,1,2,3,1,1,4,1,1,1,1,30597,1,1,1
1,14,1,1,2,2,3,2,3,1,1,2,2,2,2,2,38652,1,1,1
1,6,1,1,2,2,2,2,3,1,1,2,1,2,4,3,4227,2,3,2
1,14,1,0,2,2,8,2,3,1,1,1,1,1,2,4,63612,1,1,1
1,9,1,1,2,6,6,2,3,1,3,3,1,2,1,1,80776,1,1,1
1,12,2,1,2,3,2,3,2,1,1,7,2,2,4,3,31788,2,3,2
1,6,1,1,2,8,2,2,3,4,1,5,2,2,4,3,28176,2,3,2
1,1,3,0,2,2,7,2,3,1,1,1,1,2,1,2,31948,1,1,1
1,4,1,0,1,10,10,1,3,9,2,3,1,2,1,1,47904,1,1,3
2,1,1,1,2,2,10,2,1,1,1,1,1,1,1,1,72230,1,1,1
1,2,1,1,2,2,3,2,3,1,1,3,1,2,2,3,52000,1,2,2
1,6,1,1,2,10,3,1,3,1,1,3,3,2,4,3,23482,2,3,2
1,2,1,1,2,2,7,2,2,1,1,3,1,2,2,2,92500,1,2,2
1,9,1,0,1,5,3,1,3,1,1,2,1,1,1,3,36716,1,1,1
1,5,1,1,2,1,1,3,3,1,1,9,1,1,3,1,95968,1,1,1
2,2,1,0,1,3,2,1,2,1,1,3,1,1,2,1,103000,1,2,2
1,2,1,0,2,2,8,3,3,1,1,4,1,1,2,3,78000,1,2,2
1,2,1,1,1,2,10,2,3,1,1,3,3,2,2,1,140000,1,2,2
1,14,1,0,2,5,5,2,2,1,1,2,1,1,2,4,48152,1,1,1
1,15,1,1,2,2,8,2,3,1,1,1,1,1,1,1,39164,1,1,1
1,13,2,0,2,2,2,2,2,1,1,3,1,2,5,2,5616,3,3,2
1,6,1,1,2,2,2,1,3,1,2,1,3,1,4,3,15600,2,3,2
1,1,1,0,3,2,2,1,2,1,1,7,1,2,1,3,63896,1,1,1
1,2,1,1,1,2,6,1,4,4,2,1,2,2,2,4,150000,1,2,2
2,2,1,1,2,2,2,2,2,4,4,4,3,2,2,2,48000,1,2,2
1,9,1,1,2,10,8,2,1,1,1,2,1,2,1,3,79552,1,1,1
1,9,1,1,2,4,7,2,2,1,1,2,1,2,1,3,58752,1,1,1
1,10,1,1,2,2,2,3,1,1,1,4,1,2,1,2,38185,1,1,1
2,2,1,1,2,10,8,1,3,1,1,3,1,1,2,3,115000,1,2,2
1,2,1,1,2,5,2,2,3,1,1,4,1,1,2,3,45000,1,2,2
1,2,1,1,2,2,5,2,4,1,1,3,3,2,2,3,85000,1,2,2
1,1,1,1,2,8,6,1,4,4,1,1,3,1,1,4,70841,1,1,1
1,20,1,0,2,5,2,2,2,1,1,3,1,2,1,2,56298,1,1,3
2,2,1,1,1,2,3,2,2,1,1,1,1,1,2,3,110000,1,2,2
1,2,1,1,2,2,3,2,3,1,1,9,1,1,2,1,130000,1,2,2
1,1,1,0,1,2,3,1,4,1,1,2,1,2,1,3,64590,1,1,1
2,17,1,1,2,2,2,2,4,4,1,3,1,2,4,3,84264,1,1,2
1,14,1,1,3,10,3,2,1,1,1,9,1,2,2,3,56365,1,1,1
1,14,1,1,2,2,8,2,3,1,1,1,1,1,2,3,72469,1,1,1
1,9,2,0,2,2,8,2,2,1,3,1,1,2,1,3,4404,1,1,1
1,2,1,1,2,2,3,1,3,1,1,2,1,1,2,3,92000,1,2,2
1,2,1,0,1,4,8,2,3,4,1,1,1,1,2,3,111000,1,2,2
1,7,1,1,1,9,8,1,2,1,1,3,1,1,1,3,31764,2,3,1
1,11,1,1,2,2,8,2,2,1,1,2,1,2,1,3,61194,1,1,1
1,2,1,1,2,2,3,3,3,1,1,1,1,2,2,3,300000,1,2,2
1,2,1,0,2,2,7,1,3,1,1,3,1,2,2,3,101000,1,2,2
1,10,2,1,1,4,2,1,3,4,3,1,1,2,1,1,39164,1,1,1
1,10,1,1,2,2,2,2,3,1,1,3,1,2,1,3,51403,1,1,1
2,1,1,1,1,2,5,2,3,1,1,9,3,1,1,1,69452,1,1,1
1,1,1,1,3,7,6,1,4,1,1,3,1,2,1,1,933432,1,1,1
1,5,1,0,1,2,8,3,3,1,1,3,1,2,3,3,95968,1,1,1
1,14,2,0,2,17,4,1,3,1,1,3,1,2,2,2,20130,1,1,1
1,9,1,1,2,10,8,2,4,1,1,7,3,2,1,2,61194,1,1,1
1,8,1,1,3,3,2,2,4,1,1,2,1,1,1,3,56256,2,3,2
1,9,1,1,2,2,2,3,2,1,1,3,1,2,1,3,52627,1,1,1
2,13,3,1,2,2,8,1,3,1,1,3,1,2,5,3,16848,3,3,2
1,9,2,0,2,2,2,4,2,1,1,2,1,2,1,2,10284,1,1,1
1,16,1,1,3,10,6,2,3,1,3,1,1,1,1,1,22968,3,3,2
1,1,1,0,1,2,3,2,1,1,1,2,1,1,1,1,67313,1,1,1
1,3,1,1,2,2,5,3,3,1,1,8,1,1,1,3,53316,1,1,3
1,7,1,1,1,14,7,2,2,1,1,3,1,1,1,1,28236,2,3,1
1,2,1,1,2,11,9,1,1,1,1,1,1,1,2,3,180000,1,2,2
1,2,1,1,2,2,7,1,2,1,1,3,1,2,2,2,105000,1,2,2
1,19,1,0,2,1,2,2,3,1,1,3,1,2,1,2,89672,1,1,3
1,10,1,1,2,4,7,3,3,1,1,1,1,2,1,2,58746,1,1,1
1,2,1,1,2,2,2,2,2,1,1,4,1,1,2,3,78000,1,2,2
2,2,1,0,1,6,1,2,1,1,1,2,1,1,2,7,72000,1,2,2
1,1,1,1,1,2,7,2,1,1,1,3,1,2,1,2,33337,1,1,1
1,5,2,1,2,5,5,2,1,1,1,1,1,1,3,3,119960,1,1,1
1,2,1,1,2,2,6,1,3,1,1,2,1,1,2,4,89161,1,2,2
1,8,2,1,3,10,2,2,2,1,1,4,1,1,1,3,19320,2,3,2
1,2,1,1,2,2,5,1,1,1,1,3,1,1,2,1,500000,1,2,2
1,9,1,1,2,15,4,3,3,1,1,1,1,2,1,3,66084,1,1,1
1,2,1,1,2,12,7,2,3,1,1,7,1,2,2,3,125000,1,2,2
1,5,1,0,2,2,2,1,1,1,1,7,1,2,3,3,73576,1,1,1
1,3,1,0,2,2,8,3,3,5,1,5,1,2,1,3,31872,1,1,3
1,9,1,0,3,2,2,1,3,1,1,1,1,1,1,1,35244,1,1,1
2,6,2,1,2,2,3,2,1,1,1,9,1,2,4,3,14088,2,3,2
1,5,1,1,2,2,8,1,4,1,1,9,3,1,3,1,87971,1,1,1
1,20,1,0,1,2,9,1,2,1,1,2,1,2,1,1,64620,1,1,3
1,2,3,1,2,6,7,2,2,4,3,2,1,2,2,3,58000,1,2,2
1,14,1,0,2,2,10,2,3,1,1,8,1,1,2,1,72469,1,1,1
2,1,1,1,2,3,3,2,2,1,1,2,1,2,1,3,111123,1,1,1
1,6,1,1,2,2,5,1,4,1,1,3,3,1,4,3,29743,2,3,2
2,10,1,0,2,5,5,1,2,1,1,7,1,2,1,4,61194,1,1,1
1,2,1,1,1,2,8,2,1,1,1,4,1,2,2,2,55000,1,2,2
1,5,1,1,2,2,5,2,1,1,1,7,1,2,3,3,71976,1,1,1
2,6,2,1,2,6,2,2,3,1,2,1,3,2,4,2,3384,2,3,2
2,12,2,1,2,2,7,2,2,1,1,2,2,2,4,3,12720,2,3,2
1,2,1,1,2,5,9,2,3,1,1,8,1,1,2,1,135000,1,2,2
1,2,1,1,2,5,2,1,2,1,1,1,1,2,2,3,90000,1,2,2
1,18,2,1,2,2,2,1,3,1,4,2,1,2,1,3,38184,1,1,3
2,2,1,1,2,2,8,2,1,1,1,1,1,1,2,1,103500,1,2,2
1,2,1,1,2,2,5,2,4,1,1,8,1,2,2,3,99000,1,2,2
1,7,1,1,2,2,8,3,2,1,1,2,1,2,1,3,50304,2,3,1
1,8,1,0,3,2,7,2,4,1,1,1,1,2,1,2,20376,2,3,2
1,14,3,0,2,11,7,2,4,1,1,2,1,2,2,2,0,1,1,1
1,5,1,1,3,2,3,2,1,1,1,4,1,2,3,2,63979,1,1,1
1,2,1,1,2,2,5,2,2,1,1,2,1,2,2,3,102000,1,2,2
1,13,1,0,2,17,7,2,3,1,1,2,2,2,5,2,6288,3,3,2
1,2,2,1,1,4,4,1,2,4,2,8,1,2,2,2,95000,1,2,2
1,8,1,1,2,2,2,1,3,1,1,3,2,2,1,2,12732,2,3,2
1,6,3,0,2,2,7,2,3,1,1,1,3,1,4,3,4692,2,3,2
1,6,1,0,1,2,7,1,2,1,1,6,3,2,4,3,9396,2,3,2
1,6,1,1,2,3,2,2,2,1,1,9,3,1,4,3,144276,2,3,2
2,2,1,1,1,14,7,1,4,4,2,8,1,2,2,3,132000,1,2,2
2,15,1,0,2,5,3,1,3,1,1,1,1,2,1,3,39164,1,1,1
1,10,1,1,2,3,8,2,4,1,1,2,1,1,1,1,73433,1,1,1
2,6,2,1,2,2,4,1,1,1,1,1,1,2,4,3,7827,2,3,2
1,2,1,1,2,2,11,2,2,1,1,4,1,1,2,1,123000,1,2,2
1,1,1,0,2,2,1,3,4,1,1,2,1,2,1,5,109734,1,1,1
1,6,1,1,2,2,7,3,1,1,1,1,3,2,4,2,9396,2,3,2
1,7,1,0,1,2,8,2,3,1,1,5,1,2,1,1,42348,2,3,1
1,16,1,0,2,4,5,2,3,1,1,2,1,2,1,3,48000,3,3,2
1,2,1,1,3,9,7,1,1,1,1,1,1,2,2,3,88000,1,2,2
1,4,1,1,2,2,6,2,1,1,1,4,1,2,1,3,58092,1,1,3
2,2,1,1,2,4,4,2,3,4,1,3,1,2,2,2,65000,1,2,2
1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,3,1000000,1,1,1
2,1,1,1,1,2,6,1,3,7,1,2,1,2,1,4,51394,1,1,1
1,5,1,1,2,2,2,1,4,1,1,2,1,1,3,3,83972,1,1,1
2,2,1,0,2,5,4,2,2,1,1,9,2,2,2,3,61000,1,2,2
1,2,1,1,2,2,7,2,3,4,1,3,3,2,2,3,60000,1,2,2
2,2,1,0,1,2,5,2,3,1,1,1,1,1,2,1,129000,1,2,2
1,6,1,1,2,2,2,2,2,1,1,3,1,2,4,3,9396,2,3,2
1,8,1,1,1,12,7,2,2,1,1,3,1,2,1,3,16980,2,3,2
1,7,1,1,3,3,7,2,4,1,1,3,1,2,1,3,24696,2,3,1
2,2,3,1,3,2,5,1,2,1,1,8,2,2,2,3,93000,1,2,2
1,9,1,1,2,2,7,2,4,1,1,1,2,2,1,2,58752,1,1,1
1,2,1,1,2,2,8,1,3,1,1,4,1,2,2,3,89200,1,2,2
1,2,1,1,2,2,8,2,3,1,1,5,1,2,2,1,2000000,1,2,2
1,9,1,0,1,14,1,2,2,4,1,3,1,1,1,6,159104,1,1,1
1,13,1,1,2,6,7,2,2,1,1,1,2,2,5,2,9732,3,3,2
2,15,1,1,2,2,8,2,4,4,1,1,1,2,1,3,22030,1,1,1
1,2,1,1,3,14,3,1,1,1,1,1,1,2,2,3,103000,1,2,2
1,2,1,1,3,14,4,1,1,1,1,1,1,2,2,2,70000,1,2,2
1,1,1,1,2,2,5,2,4,1,1,1,1,2,1,1,97233,1,1,1
1,2,1,1,2,4,2,2,3,1,1,2,2,2,2,3,83000,1,2,2
1,1,1,1,2,2,7,2,3,1,1,3,1,2,1,2,416712,1,1,1
1,18,1,1,2,2,5,1,2,1,1,2,1,2,1,3,58752,1,1,3
1,5,1,1,3,4,7,1,4,4,1,3,1,2,3,2,75175,1,1,1
1,2,1,1,2,2,2,2,3,1,1,2,1,1,2,3,97500,1,2,2
1,1,1,0,1,2,2,2,3,1,1,1,1,2,1,2,66674,1,1,1
1,2,1,1,2,5,8,2,2,1,1,1,1,2,2,3,126000,1,2,2
1,20,1,1,2,11,6,2,2,1,1,2,1,1,1,3,55812,1,1,3
1,10,1,1,2,2,8,1,1,1,1,3,1,2,1,3,79552,1,1,1
1,2,1,0,1,9,4,3,3,1,1,8,1,1,2,4,67000,1,2,2
1,4,1,1,2,2,5,1,2,1,1,5,1,2,1,3,79344,1,1,3
2,2,1,1,2,5,2,2,4,1,1,4,3,2,2,3,1680000,1,2,2
1,2,1,1,2,4,2,2,1,1,1,1,1,2,2,3,200000,1,2,2
1,2,1,0,2,2,6,1,3,1,1,1,1,1,2,1,176000,1,2,2
1,2,1,1,1,1,9,1,1,1,1,1,1,2,2,4,73000,1,2,2
1,2,1,0,2,15,1,1,1,1,2,1,1,1,2,4,130000,1,2,2
1,4,1,1,2,6,3,2,2,1,1,1,1,2,1,3,41172,1,1,3
1,10,1,1,2,5,4,3,2,4,1,3,1,2,1,3,41612,1,1,1
1,3,2,1,2,15,3,3,3,1,1,3,2,2,1,3,58752,1,1,3
2,6,1,1,2,14,7,1,3,1,1,1,1,2,4,3,3384,2,3,2
1,11,1,1,2,2,2,1,4,1,1,3,1,2,1,3,293736,1,1,1
1,1,1,1,2,2,3,2,4,1,1,2,1,2,1,3,55562,1,1,1
1,2,2,0,2,7,2,1,1,1,1,1,1,2,2,2,50000,1,2,2
1,15,1,0,2,2,5,2,2,1,1,7,1,1,1,3,55075,1,1,1
1,2,1,1,2,15,5,2,3,1,1,1,1,1,2,3,110000,1,2,2
1,2,3,1,2,2,2,2,2,1,1,1,1,2,2,3,75000,1,2,2
1,6,2,1,2,3,7,2,4,1,4,5,3,2,4,3,863,2,3,2
1,14,1,1,2,2,8,2,4,1,1,5,1,2,2,3,72469,1,1,1
1,6,2,1,2,2,2,2,2,1,1,5,3,1,4,3,12210,2,3,2
2,6,3,1,2,3,7,2,2,4,1,1,1,2,4,2,0,2,3,2
1,9,1,1,2,2,6,1,3,4,1,2,1,2,1,1,58746,1,1,1
1,5,1,0,3,2,9,2,2,1,3,2,1,2,3,1,94369,1,1,1
1,14,1,1,2,2,3,1,4,1,1,1,3,2,2,2,41871,1,1,1
1,2,1,0,2,15,5,2,3,1,3,1,1,2,2,3,94000,1,2,2
1,2,1,0,2,2,1,2,2,1,1,8,1,2,2,4,73906,1,2,2
1,1,1,0,1,10,2,2,3,1,1,2,1,2,1,2,25003,1,1,1
1,1,1,0,2,2,6,2,1,1,1,7,1,1,1,1,62507,1,1,1
1,20,1,1,2,2,8,1,2,1,1,8,3,2,1,3,46992,1,1,3
1,9,1,0,3,2,9,1,4,1,1,1,1,1,1,1,73433,1,1,1
1,2,1,1,2,5,2,3,4,1,1,3,3,2,2,3,2000000,1,2,2
1,14,1,1,2,2,8,2,3,1,1,3,1,1,2,3,68443,1,1,1
1,14,1,1,2,5,5,3,3,1,1,1,2,1,2,3,1000000,1,1,1
2,20,2,1,2,16,2,3,3,4,1,7,1,2,1,3,39648,1,1,3
2,2,1,1,2,4,3,2,3,4,1,1,1,2,2,3,97000,1,2,2
1,9,1,1,3,9,3,2,3,1,1,3,1,2,1,3,85671,1,1,1
1,6,1,1,2,2,7,2,3,1,2,6,3,2,4,2,2628,2,3,2
2,2,1,0,1,2,6,2,2,1,1,1,1,1,2,1,160000,1,2,2
1,2,1,1,2,2,8,2,3,1,4,2,2,1,2,1,170000,1,2,2
1,1,1,1,1,13,7,2,1,1,1,3,1,2,1,3,43060,1,1,1
1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,533388,1,1,1
1,2,1,1,2,2,5,1,3,1,1,1,1,1,2,3,300000,1,2,2
1,1,1,1,1,13,1,2,4,1,1,8,1,1,1,4,516720,1,1,1
1,6,2,1,3,3,7,2,3,1,1,6,3,2,4,3,14088,2,3,2
2,18,1,1,2,4,7,2,2,4,2,3,1,2,1,3,38184,1,1,3
1,2,3,0,2,1,7,2,4,1,1,3,1,2,2,2,52000,1,2,2
2,9,1,1,2,10,3,2,3,1,1,4,1,2,1,3,36720,1,1,1
1,1,1,0,1,2,8,3,3,1,1,1,1,2,1,1,50005,1,1,1
2,2,1,1,1,4,7,1,1,1,1,4,1,1,2,4,60000,1,2,2
1,2,1,0,2,2,3,1,3,1,1,7,1,1,2,3,135000,1,2,2
1,15,1,1,2,2,3,2,1,1,1,1,2,2,1,3,31821,1,1,1
1,6,1,1,2,2,2,3,3,1,1,4,1,1,4,3,10175,2,3,2
1,9,1,1,3,2,7,2,3,1,1,2,1,2,1,3,40392,1,1,1
1,2,1,1,2,2,3,3,3,1,1,3,1,2,2,3,85000,1,2,2
1,2,1,1,3,2,6,1,2,1,1,7,1,2,2,1,180000,1,2,2
1,2,1,1,2,2,6,2,3,1,3,2,1,2,2,3,80000,1,2,2
1,15,1,1,2,2,2,2,3,1,1,2,1,2,1,3,22030,1,1,1
1,2,1,1,2,9,2,2,2,1,1,1,1,2,2,2,90000,1,2,2
1,11,2,0,2,2,8,1,2,1,1,6,2,1,1,3,22032,1,1,1
1,6,1,1,3,3,2,3,3,1,1,3,3,2,4,3,14089,2,3,2
1,2,1,0,2,2,3,2,2,1,1,4,1,2,2,3,84000,1,2,2
2,19,3,0,2,4,7,2,3,1,1,2,1,2,1,2,41708,1,1,3
1,16,1,1,3,4,2,2,2,1,1,3,1,2,1,2,24000,3,3,2
1,10,2,0,2,2,7,2,2,10,2,4,1,2,1,2,44060,1,1,1
1,1,1,1,3,2,1,2,2,1,1,2,1,2,1,1,108623,1,1,1
1,2,1,1,2,2,6,2,2,1,1,1,1,1,2,1,120000,1,2,2
2,13,1,1,2,2,7,1,3,1,1,8,1,2,5,3,19020,3,3,2
1,9,1,1,2,2,8,1,1,1,1,2,1,2,1,3,79552,1,1,1
1,2,1,1,2,4,2,2,4,1,1,8,1,2,2,2,70000,1,2,2
1,2,1,1,2,2,3,2,2,1,1,4,1,2,2,3,119000,1,2,2
1,2,1,1,2,2,6,1,4,1,1,5,1,2,2,4,175000,1,2,2
1,1,1,0,3,9,3,2,1,1,2,3,2,2,1,3,55562,1,1,1
1,6,1,1,2,2,4,2,2,1,1,5,1,1,4,3,3756,2,3,2
1,2,1,0,2,2,7,2,2,1,3,1,1,2,2,3,450000,1,2,2
1,6,1,1,2,2,2,3,3,1,1,9,3,2,4,3,21133,2,3,2
1,6,1,1,2,2,2,2,1,1,1,1,1,2,4,2,8610,2,3,2
2,2,1,1,2,2,7,2,2,1,1,2,3,1,2,3,67000,1,2,2
1,3,2,1,1,17,7,2,2,1,1,2,1,2,1,2,32316,1,1,3
1,6,1,1,2,3,2,1,1,1,1,3,1,2,4,1,19959,2,3,2
1,8,1,0,2,2,9,3,3,1,1,8,1,1,1,1,42456,2,3,2
1,3,1,1,3,2,7,2,2,1,1,5,1,2,1,3,51403,1,1,3
1,2,1,1,3,5,4,1,4,1,1,1,1,2,2,3,75000,1,2,2
2,9,1,1,2,3,8,2,1,4,1,3,1,2,1,3,82000,1,1,1
1,6,1,1,2,2,2,2,1,1,1,3,1,2,4,3,5820,2,3,2
1,2,1,1,1,8,9,1,1,1,1,4,1,1,2,4,135000,1,2,2
1,14,1,1,1,9,7,1,1,1,1,3,1,2,2,2,80521,1,1,1
1,2,1,0,2,2,10,3,2,1,1,5,3,2,2,1,135000,1,2,2
1,9,1,0,2,2,10,1,2,1,1,7,1,1,1,1,104030,1,1,1
1,20,3,1,2,2,8,1,1,1,1,2,1,2,1,3,38184,1,1,3
2,5,3,1,2,10,8,2,1,1,3,2,1,2,3,3,150000,1,1,1
1,2,1,1,2,2,3,2,2,1,1,3,1,2,2,2,63000,1,2,2
2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,3,73000,1,2,2
1,7,3,1,2,2,5,2,3,1,1,3,1,2,1,3,28236,2,3,1
2,2,1,1,2,3,2,2,1,1,1,1,1,2,2,3,87000,1,2,2
1,10,1,1,3,3,7,2,2,1,1,3,1,2,1,3,39164,1,1,1
1,2,1,1,2,2,3,2,4,1,1,5,2,2,2,3,120000,1,2,2
2,14,2,0,2,2,7,1,4,1,1,4,1,2,2,2,6050,1,1,1
