Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,Age,ConvertedSalary,HDI,GDP,GINI
1,9,1,1,2,2,2,1,2,1,1,2,1,2,1,3,67558,1,1,1
1,6,1,1,2,2,2,1,2,1,1,1,3,1,4,3,5636,2,3,2
1,1,1,1,2,5,8,1,2,1,1,3,1,1,1,3,90288,1,1,1
2,8,1,0,2,2,4,2,3,1,1,1,1,2,1,3,6372,2,3,2
1,2,1,1,1,6,4,2,4,4,1,1,1,2,2,2,45000,1,2,2
1,2,1,1,2,2,2,2,2,1,3,4,1,1,2,3,65000,1,2,2
1,1,2,1,2,2,6,3,4,1,1,1,1,2,1,1,71883,1,1,1
1,20,1,1,2,2,5,2,3,1,1,7,1,2,1,3,61680,1,1,3
1,9,2,0,2,2,2,1,2,1,1,1,1,1,1,6,8808,1,1,1
1,2,1,1,2,2,3,2,1,1,1,5,2,2,2,3,103000,1,2,2
1,2,1,0,1,2,1,1,1,1,1,1,1,1,2,5,200000,1,2,2
1,4,1,0,2,5,8,1,1,1,1,4,1,1,1,1,52399,1,1,3
2,14,1,1,2,2,9,1,4,1,1,4,1,2,2,1,75690,1,1,1
1,9,1,1,2,2,7,3,3,4,1,1,1,2,1,3,44064,1,1,1
1,5,1,0,2,9,2,1,4,1,1,4,3,2,3,1,71976,1,1,1
1,2,1,0,1,7,5,2,1,1,1,8,1,1,2,3,50000,1,2,2
1,1,1,1,2,2,7,2,3,1,1,1,1,2,1,2,33337,1,1,1
2,6,1,1,2,2,2,2,2,1,1,1,1,1,4,3,12210,2,3,2
1,6,1,1,2,2,3,3,1,1,1,1,1,1,4,2,6262,2,3,2
1,2,1,1,2,6,2,2,1,1,1,1,1,2,2,3,61907,1,2,2
1,9,1,0,2,2,6,2,3,1,1,9,2,2,1,3,79552,1,1,1
1,20,3,0,2,2,7,1,2,1,1,3,1,2,1,3,36720,1,1,3
1,13,1,1,2,2,2,3,1,1,1,2,1,2,5,3,20592,3,3,2
1,9,1,1,1,2,3,2,4,1,1,2,1,2,1,3,68537,1,1,1
1,2,1,1,3,2,11,2,4,1,1,5,1,1,2,1,72250,1,2,2
1,9,1,1,2,2,3,2,4,1,1,2,1,2,1,3,73433,1,1,1
1,20,2,1,2,2,8,1,3,1,1,7,1,2,1,3,48833,1,1,3
1,6,1,1,2,14,2,1,1,1,1,1,3,2,4,3,15654,2,3,2
1,2,1,0,2,5,8,3,3,1,1,4,1,1,2,3,75000,1,2,2
1,16,1,1,2,3,7,2,3,1,1,3,1,2,1,2,45096,3,3,2
1,9,1,1,2,3,8,2,1,1,1,8,1,2,1,3,69761,1,1,1
1,6,2,1,3,3,4,2,3,1,1,3,1,2,4,3,3756,2,3,2
1,6,1,1,2,2,4,3,1,1,1,1,1,2,4,2,5640,2,3,2
1,14,2,1,2,2,2,2,1,1,4,3,1,2,2,1,52339,1,1,1
1,2,1,0,3,9,11,2,3,1,1,8,1,1,2,1,140000,1,2,2
2,9,1,0,2,2,3,2,4,1,1,4,1,2,1,3,73433,1,1,1
2,6,1,1,2,6,7,1,3,1,1,2,3,1,4,3,9000,2,3,2
1,13,3,1,2,9,2,2,3,1,1,1,2,2,5,3,22452,3,3,2
1,4,1,1,3,7,5,2,2,1,2,3,1,1,1,3,56292,1,1,3
1,2,1,1,2,2,8,1,1,1,1,5,1,2,2,1,65000,1,2,2
2,2,1,1,1,2,2,1,4,1,1,1,1,2,2,3,76000,1,2,2
1,2,2,1,2,2,2,1,2,1,1,3,1,2,2,2,106000,1,2,2
1,6,2,1,2,5,7,1,3,4,1,9,1,2,4,3,2820,2,3,2
1,8,3,1,2,2,7,2,2,1,1,3,1,2,1,3,28200,2,3,2
1,9,1,1,2,2,7,2,4,1,1,3,1,2,1,3,79552,1,1,1
1,8,1,0,2,10,2,2,2,1,1,1,1,2,1,3,6372,2,3,2
1,6,1,1,1,2,7,2,1,1,1,1,3,1,4,3,12216,2,3,2
1,9,1,1,2,5,2,2,3,1,1,3,1,2,1,3,53851,1,1,1
1,5,3,0,2,14,7,2,1,1,1,1,1,2,3,2,39987,1,1,1
1,2,1,1,1,2,8,1,2,1,1,1,1,1,2,3,148000,1,2,2
1,2,3,1,2,2,1,2,3,1,1,7,1,1,2,4,59000,1,2,2
1,6,1,1,3,2,4,2,3,1,1,1,1,2,4,3,11268,2,3,2
1,6,2,1,2,2,4,2,1,1,1,3,3,2,4,3,4692,2,3,2
1,6,1,1,2,2,4,2,3,1,1,3,1,2,4,2,6262,2,3,2
1,4,1,1,3,2,2,1,2,1,1,1,1,2,1,3,74856,1,1,3
2,4,1,1,3,2,11,3,2,1,1,4,1,2,1,4,87332,1,1,3
1,9,1,1,2,8,8,2,2,1,1,3,1,2,1,1,80776,1,1,1
1,6,1,1,3,5,7,1,2,1,1,4,3,2,4,3,9393,2,3,2
1,9,1,0,2,2,3,2,4,1,1,2,1,2,1,3,58752,1,1,1
1,8,1,1,2,2,3,2,2,4,2,2,1,2,1,3,38208,2,3,2
2,6,1,1,2,2,7,1,3,1,1,5,3,1,4,3,28178,2,3,2
1,6,2,1,2,2,2,1,1,1,1,2,3,1,4,3,9549,2,3,2
1,15,1,0,2,2,2,2,3,1,1,8,1,2,1,3,29376,1,1,1
1,2,1,1,2,3,7,1,3,1,1,4,2,2,2,2,2000000,1,2,2
1,15,1,1,2,2,2,3,3,1,1,7,1,2,1,3,30597,1,1,1
1,9,2,1,2,16,5,2,3,1,1,3,1,2,1,3,63114,1,1,1
2,2,1,1,2,2,1,2,3,1,2,1,1,1,2,4,111000,1,2,2
1,2,1,1,2,9,7,2,2,1,1,3,1,2,2,2,61000,1,2,2
1,10,3,0,2,4,4,2,3,1,1,5,1,2,1,3,21864,1,1,1
1,6,2,1,2,2,2,3,3,1,1,1,1,2,4,3,17971,2,3,2
1,2,2,1,1,14,7,1,4,1,1,3,3,2,2,2,30000,1,2,2
1,19,1,0,2,4,3,2,1,1,2,2,1,2,1,3,65064,1,1,3
1,1,1,1,1,2,4,2,2,4,1,4,2,2,1,3,41671,1,1,1
1,9,1,1,2,10,2,1,2,1,4,2,1,2,1,2,52627,1,1,1
1,9,2,0,2,2,7,2,3,1,1,1,1,2,1,2,39164,1,1,1
1,2,1,1,2,9,8,3,3,1,1,2,1,2,2,3,107000,1,2,2
1,2,1,1,1,6,7,4,2,1,1,1,2,2,2,3,56500,1,2,2
2,7,1,1,2,2,5,1,2,1,1,2,1,2,1,3,44112,2,3,1
1,4,1,0,2,2,8,2,2,1,1,1,1,2,1,3,44916,1,1,3
1,2,1,0,2,2,5,2,1,1,1,2,1,1,2,3,120000,1,2,2
1,2,1,1,2,2,9,2,4,1,1,9,1,1,2,4,120000,1,2,2
1,4,1,1,2,2,7,1,3,1,1,1,1,1,1,3,43416,1,1,3
1,6,1,1,2,2,2,2,3,1,1,4,3,1,4,3,13152,2,3,2
1,9,1,1,2,2,2,3,1,1,1,5,2,2,1,3,73433,1,1,1
1,1,1,1,2,4,6,2,3,1,1,4,1,2,1,3,36115,1,1,1
1,2,1,1,2,2,3,1,3,9,2,4,3,2,2,3,40000,1,2,2
1,19,3,0,2,2,2,4,3,1,1,2,1,2,1,2,79764,1,1,3
1,8,1,0,2,2,8,2,2,1,1,1,1,1,1,3,10620,2,3,2
2,2,1,1,2,2,4,3,3,1,2,4,2,2,2,2,70000,1,2,2
2,9,1,1,2,2,5,2,1,1,1,4,1,2,1,3,79552,1,1,1
1,11,1,1,2,2,8,1,2,1,1,3,1,1,1,3,91791,1,1,1
1,2,1,0,2,2,5,3,3,1,1,2,1,2,2,3,33280,1,2,2
2,2,1,1,2,5,2,2,1,1,1,1,2,2,2,3,100000,1,2,2
1,14,1,1,2,2,3,2,4,1,1,9,3,2,2,3,57975,1,1,1
1,20,1,1,2,2,1,2,2,1,1,2,1,2,1,4,61194,1,1,3
1,6,1,1,2,6,8,2,3,1,1,2,3,1,4,1,15408,2,3,2
1,9,1,1,2,5,10,3,3,1,1,3,1,2,1,1,69761,1,1,1
1,11,1,0,2,1,8,2,4,1,1,2,1,2,1,3,30840,1,1,1
1,6,1,1,3,2,4,2,3,1,1,1,3,2,4,2,4884,2,3,2
1,11,1,1,1,5,3,1,2,1,1,3,1,1,1,1,73433,1,1,1
1,2,1,1,1,2,6,2,1,1,1,3,1,2,2,5,2000000,1,2,2
2,9,1,1,2,14,3,2,2,1,1,3,1,2,1,3,65000,1,1,1
2,14,1,1,2,2,8,2,4,1,1,4,1,1,2,3,48313,1,1,1
1,18,1,1,2,2,8,1,2,1,1,2,1,1,1,3,54336,1,1,3
1,2,1,1,2,2,2,1,1,1,1,3,1,2,2,3,90000,1,2,2
1,2,1,1,2,2,8,3,3,1,1,2,1,2,2,3,119040,1,2,2
2,18,1,1,3,6,6,3,3,1,1,2,1,2,1,1,57276,1,1,3
1,5,1,1,2,2,2,3,1,1,1,3,2,2,3,3,36364,1,1,1
1,6,1,1,2,10,7,1,2,1,1,1,3,2,4,3,9393,2,3,2
1,14,1,1,2,10,3,2,3,1,1,1,1,2,2,3,69248,1,1,1
1,2,1,1,2,4,8,1,3,1,1,3,1,2,2,3,65000,1,2,2
1,5,1,1,2,2,11,2,2,1,1,2,1,2,3,4,69577,1,1,1
1,3,2,1,2,9,3,2,4,1,1,3,1,2,1,3,58752,1,1,3
1,2,1,1,2,2,8,2,2,1,1,7,2,2,2,1,90000,1,2,2
2,3,1,1,2,5,10,1,2,1,1,2,1,1,1,1,85671,1,1,3
1,12,1,1,2,2,5,1,3,1,1,5,1,1,4,1,63576,2,3,2
1,13,1,1,2,4,7,2,4,1,1,1,3,2,5,2,22452,3,3,2
1,15,3,0,2,5,2,2,1,1,1,2,2,2,1,3,25701,1,1,1
2,5,1,1,2,2,2,1,3,1,1,2,1,1,3,2,74375,1,1,1
1,11,1,0,2,1,8,3,2,1,1,2,1,2,1,1,32316,1,1,1
1,3,2,1,2,2,2,1,4,1,1,3,1,2,1,3,66824,1,1,3
1,9,1,1,3,2,9,3,1,1,1,9,1,2,1,1,73433,1,1,1
1,19,3,0,2,5,4,2,4,1,1,7,1,2,1,3,25020,1,1,3
1,2,1,1,2,7,11,2,4,1,1,1,2,1,2,1,170000,1,2,2
1,1,1,1,2,2,2,2,4,1,1,1,1,2,1,3,750084,1,1,1
2,9,1,1,2,3,3,1,4,1,1,8,1,1,1,3,74657,1,1,1
1,15,1,1,2,2,3,2,1,1,1,2,2,2,1,3,44060,1,1,1
1,6,1,1,2,3,2,2,3,1,1,1,3,1,4,3,11268,2,3,2
1,17,1,1,2,2,3,2,2,1,2,1,1,2,4,3,101808,1,1,2
1,9,1,0,2,2,6,2,4,1,1,8,1,1,1,3,48955,1,1,1
1,6,1,0,2,2,3,2,1,1,1,9,3,2,4,3,8448,2,3,2
1,10,1,1,2,2,3,1,3,1,1,1,1,2,1,3,61194,1,1,1
2,6,1,1,2,2,7,3,3,1,1,1,3,2,4,3,54790,2,3,2
1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,80000,1,2,2
1,7,2,1,1,2,3,2,1,1,1,3,1,2,1,3,24696,2,3,1
1,1,1,1,2,8,5,1,3,1,1,1,1,1,1,1,1000000,1,1,1
1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,3,65000,1,2,2
1,2,3,1,1,14,7,1,2,1,1,1,1,2,2,3,93150,1,2,2
2,14,1,1,2,2,2,2,2,1,1,3,3,2,2,3,72469,1,1,1
1,2,1,1,2,4,2,3,3,1,1,1,1,1,2,3,95000,1,2,2
1,8,1,1,3,2,2,1,3,1,1,3,1,2,1,3,25476,2,3,2
1,14,1,1,2,2,3,3,3,1,1,1,1,2,2,3,45092,1,1,1
1,14,1,1,2,3,2,2,4,1,1,5,1,2,2,3,60391,1,1,1
1,19,2,0,2,10,7,2,2,1,1,2,1,2,1,2,16896,1,1,3
2,17,1,1,2,2,2,1,3,1,1,3,1,2,4,3,87768,1,1,2
2,1,1,0,1,2,3,2,2,1,1,3,1,2,1,1,50005,1,1,1
1,2,1,1,3,2,2,2,2,1,1,1,2,2,2,3,81000,1,2,2
1,2,2,0,3,2,2,3,2,1,1,3,3,2,2,2,84000,1,2,2
1,6,2,1,2,2,4,2,2,1,1,2,1,1,4,3,3756,2,3,2
2,2,1,1,2,15,8,1,3,1,1,3,1,1,2,3,180000,1,2,2
1,2,1,0,1,2,11,2,2,1,1,6,1,2,2,1,100000,1,2,2
1,13,1,0,2,2,2,1,3,1,1,5,1,2,5,3,18732,3,3,2
1,5,1,1,2,5,3,2,2,1,2,1,1,1,3,3,62379,1,1,1
1,2,2,1,2,2,8,2,1,1,1,3,3,2,2,3,173000,1,2,2
1,2,1,1,2,2,5,2,3,1,1,1,1,2,2,3,110000,1,2,2
1,2,1,1,2,2,3,2,2,4,1,1,1,2,2,3,70000,1,2,2
2,11,1,1,3,2,2,2,3,4,1,3,1,2,1,3,33045,1,1,1
1,9,1,1,3,2,5,1,3,1,1,1,1,2,1,3,67313,1,1,1
1,2,1,1,2,8,2,1,3,1,1,9,1,2,2,3,2000000,1,2,2
2,9,1,0,2,5,7,2,4,1,1,2,1,2,1,2,30840,1,1,1
2,3,1,1,2,2,2,2,3,4,1,3,1,2,1,3,41856,1,1,3
1,9,1,1,2,2,2,2,4,1,1,1,3,2,1,3,73428,1,1,1
1,2,1,1,2,2,3,1,4,1,1,1,1,2,2,1,63000,1,2,2
1,9,1,1,2,2,5,1,2,1,1,3,1,2,1,3,79552,1,1,1
1,9,2,0,2,4,7,2,4,1,1,2,1,2,1,2,31821,1,1,1
1,8,1,0,2,2,2,2,4,1,1,8,1,2,1,2,9972,2,3,2
1,15,1,1,3,15,11,2,1,1,1,1,1,1,1,4,73433,1,1,1
1,3,1,1,1,14,8,2,4,1,1,8,1,2,1,3,624180,1,1,3
1,2,1,1,2,1,2,3,3,1,1,1,1,2,2,3,95000,1,2,2
1,2,1,1,1,4,7,2,2,4,1,1,1,2,2,3,59000,1,2,2
1,2,1,1,3,2,3,3,3,1,1,1,3,1,2,3,100000,1,2,2
1,2,1,1,3,2,11,2,3,1,1,2,3,2,2,4,112000,1,2,2
2,2,1,1,3,2,5,2,3,1,1,8,1,2,2,1,170000,1,2,2
1,9,1,1,2,2,2,2,4,1,1,3,3,2,1,2,55075,1,1,1
1,20,1,1,2,2,2,1,3,1,1,9,1,1,1,3,61194,1,1,3
1,2,1,1,2,2,5,2,3,1,1,4,1,2,2,4,126000,1,2,2
1,9,1,0,2,2,9,2,2,1,1,4,1,1,1,1,734328,1,1,1
1,13,1,0,2,2,2,2,4,1,1,2,2,2,5,2,9732,3,3,2
1,2,2,1,2,2,2,2,2,1,1,7,1,2,2,3,104000,1,2,2
1,11,1,1,1,5,4,2,2,1,1,3,1,2,1,2,13212,1,1,1
2,2,1,1,2,5,8,2,3,1,1,3,1,1,2,3,104000,1,2,2
1,2,1,1,2,2,6,2,2,1,1,3,1,2,2,3,295000,1,2,2
1,6,2,1,2,7,8,2,3,1,1,2,3,1,4,1,11268,2,3,2
2,11,1,0,2,2,2,1,2,1,1,4,1,2,1,2,29376,1,1,1
1,10,2,1,2,9,7,2,3,1,1,3,2,2,1,2,32316,1,1,1
1,2,1,1,2,2,5,2,4,4,1,3,1,1,2,1,90000,1,2,2
1,2,1,1,2,5,3,2,2,1,1,2,1,2,2,3,110000,1,2,2
2,2,1,1,1,14,8,3,1,1,1,3,1,2,2,3,48000,1,2,2
1,2,1,0,2,2,8,2,1,1,1,1,1,2,2,3,107000,1,2,2
1,13,1,1,3,1,2,2,4,1,3,1,2,2,5,3,1000000,3,3,2
1,6,1,1,2,5,2,1,3,1,1,6,3,2,4,3,11349,2,3,2
1,20,1,0,2,2,3,2,3,1,1,4,1,2,1,3,39409,1,1,3
1,2,1,0,1,2,7,1,3,1,1,2,1,1,2,2,80400,1,2,2
2,2,1,1,2,2,2,2,2,1,1,3,2,2,2,3,113000,1,2,2
1,4,1,1,2,2,2,3,3,1,1,3,1,2,1,3,47004,1,1,3
1,2,1,1,2,1,7,2,3,1,1,4,1,2,2,3,67000,1,2,2
1,15,1,1,2,2,3,1,3,1,1,6,1,2,1,3,40388,1,1,1
1,2,1,0,1,2,2,2,3,1,1,4,1,1,2,3,80000,1,2,2
1,13,1,0,3,4,4,3,1,1,1,4,2,2,5,3,3936,3,3,2
2,16,1,1,2,4,4,2,3,1,1,1,1,2,1,3,12000,3,3,2
1,9,1,1,2,5,3,2,4,1,1,9,1,1,1,3,71232,1,1,1
1,6,1,1,2,3,2,2,2,1,1,3,3,1,4,3,12837,2,3,2
1,2,1,1,2,2,7,2,1,1,1,3,1,1,2,3,115000,1,2,2
1,2,2,0,2,2,7,2,2,1,1,1,1,2,2,2,60000,1,2,2
2,7,2,1,2,5,3,2,2,1,1,5,1,2,1,2,7416,2,3,1
1,1,1,1,1,2,8,2,1,4,1,1,1,2,1,1,766752,1,1,1
1,6,1,1,2,2,2,1,3,1,3,1,3,2,4,3,15654,2,3,2
1,1,1,1,1,5,5,2,2,1,1,4,1,2,1,3,66674,1,1,1
1,15,3,1,2,2,3,2,4,1,1,1,1,2,1,3,536064,1,1,1
1,2,1,1,2,2,2,1,4,1,1,4,3,2,2,3,90000,1,2,2
1,1,1,0,2,10,3,2,3,1,1,1,1,1,1,2,66674,1,1,1
2,2,1,1,2,5,2,2,4,1,1,1,1,2,2,5,146000,1,2,2
1,7,1,1,3,12,8,2,4,1,1,2,1,2,1,3,30000,2,3,1
1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,4,200000,1,2,2
1,2,1,1,2,2,8,1,3,1,1,4,1,2,2,1,100000,1,2,2
1,2,1,1,2,2,8,1,2,1,1,4,3,2,2,3,65000,1,2,2
1,2,1,1,2,5,3,2,3,1,1,6,3,1,2,3,150000,1,2,2
1,7,1,0,2,12,4,2,4,1,1,2,1,2,1,3,15180,2,3,1
1,2,1,0,2,2,2,2,2,1,1,1,1,1,2,3,107000,1,2,2
1,2,1,1,1,2,7,2,2,4,1,1,1,2,2,3,100000,1,2,2
1,8,1,1,3,3,8,2,4,1,1,3,1,2,1,3,31848,2,3,2
2,6,1,1,1,2,5,3,3,1,1,2,1,1,4,1,21916,2,3,2
1,14,1,0,1,1,2,2,3,4,2,9,1,2,2,3,64417,1,1,1
1,2,1,1,2,6,7,1,2,4,3,1,1,2,2,2,30000,1,2,2
1,2,2,1,2,2,7,1,3,1,1,3,3,1,2,3,10000,1,2,2
1,1,1,1,2,2,2,1,3,1,3,4,1,2,1,3,69452,1,1,1
1,2,1,1,2,2,3,1,1,1,1,3,3,2,2,2,100000,1,2,2
1,2,1,1,2,6,3,1,4,1,1,1,1,2,2,3,150000,1,2,2
1,17,1,1,2,2,3,3,4,1,1,1,1,2,4,3,170000,1,1,2
1,1,1,1,1,2,7,2,3,1,3,4,1,2,1,3,566724,1,1,1
1,10,1,1,2,2,3,1,3,4,1,1,1,1,1,1,42836,1,1,1
1,6,2,1,2,3,2,2,1,1,1,2,2,1,4,3,12024,2,3,2
1,8,2,1,2,1,7,2,3,1,1,3,1,2,1,2,10620,2,3,2
1,13,2,1,2,2,7,2,1,1,1,2,2,2,5,2,13620,3,3,2
2,12,1,1,2,2,3,3,3,1,1,1,1,1,4,3,25260,2,3,2
1,20,1,1,2,2,1,1,3,1,1,2,1,1,1,1,69761,1,1,3
1,2,1,1,1,2,5,2,4,1,1,1,1,1,2,4,40000,1,2,2
1,2,1,1,2,2,8,2,3,1,1,3,3,2,2,1,160000,1,2,2
1,16,1,1,3,5,2,3,1,1,1,7,1,2,1,3,18000,3,3,2
1,1,1,0,2,2,4,2,4,1,1,2,1,2,1,2,33337,1,1,1
1,10,3,0,1,2,7,2,3,1,1,4,2,1,1,3,47731,1,1,1
1,6,3,1,2,2,7,1,3,1,1,5,3,2,4,2,2820,2,3,2
1,14,1,1,1,4,4,2,3,4,1,1,3,2,2,3,30195,1,1,1
1,2,1,1,2,10,6,2,4,4,2,1,2,2,2,3,110000,1,2,2
1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,4,113000,1,2,2
1,7,2,1,3,2,2,2,3,1,1,3,1,2,1,3,11640,2,3,1
2,10,1,1,2,4,2,2,3,1,1,1,1,2,1,2,47731,1,1,1
1,14,1,1,2,2,1,2,2,1,1,1,3,1,2,1,104678,1,1,1
1,14,1,1,2,2,3,2,4,1,1,1,1,1,2,3,75690,1,1,1
1,9,1,0,2,2,7,1,2,1,1,2,1,2,1,3,56000,1,1,1
1,5,1,1,2,2,3,2,2,1,3,3,1,2,3,2,71976,1,1,1
1,2,1,0,1,2,2,2,2,4,1,7,3,2,2,3,42500,1,2,2
2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,3,43500,1,2,2
2,2,1,1,2,2,6,2,4,1,1,1,1,1,2,1,105000,1,2,2
1,2,1,1,2,2,3,2,2,1,1,1,1,2,2,3,135000,1,2,2
1,11,1,1,2,2,7,2,4,1,1,9,1,2,1,3,19092,1,1,1
1,13,2,1,3,9,8,2,2,1,1,7,2,1,5,3,7488,3,3,2
1,11,2,1,1,2,4,1,3,1,1,2,1,2,1,2,24500,1,1,1
1,6,1,1,2,3,2,2,1,1,1,1,3,2,4,2,10175,2,3,2
2,2,1,1,3,15,6,1,4,1,1,2,1,2,2,4,106000,1,2,2
1,11,1,1,2,2,3,1,3,1,1,2,1,2,1,3,45283,1,1,1
1,2,1,1,2,8,3,1,2,1,1,6,1,2,2,3,165000,1,2,2
1,14,1,1,2,2,2,2,2,1,1,1,1,2,2,2,56365,1,1,1
1,1,1,0,2,4,3,2,2,1,1,4,1,2,1,1,62507,1,1,1
1,9,1,1,2,7,11,1,2,1,1,3,1,1,1,1,293731,1,1,1
1,1,1,1,3,5,8,2,4,1,1,4,1,1,1,1,76397,1,1,1
1,2,1,1,3,2,2,1,4,4,2,8,3,2,2,3,155000,1,2,2
1,14,1,0,2,13,9,3,2,4,1,1,1,2,2,1,80521,1,1,1
1,2,1,1,3,2,8,2,3,1,1,3,1,1,2,1,135000,1,2,2
1,1,1,1,2,5,7,2,2,1,1,1,1,2,1,3,441720,1,1,1
1,20,1,1,2,2,6,2,2,1,1,2,1,1,1,4,64866,1,1,3
2,12,1,1,2,2,7,2,3,1,1,1,1,2,4,2,10488,2,3,2
1,5,1,0,2,2,5,2,3,1,1,4,1,2,3,1,107964,1,1,1
1,2,1,1,2,5,8,2,2,1,1,7,1,2,2,3,120000,1,2,2
1,1,1,1,2,4,6,2,2,1,1,2,1,2,1,1,68063,1,1,1
1,18,1,1,2,10,2,2,4,1,1,2,1,2,1,3,44064,1,1,3
1,2,1,1,2,2,8,1,3,1,1,2,3,1,2,3,105000,1,2,2
1,9,2,0,2,2,3,1,4,1,1,2,1,2,1,2,17628,1,1,1
1,15,3,1,2,10,2,3,3,1,1,2,1,2,1,3,30597,1,1,1
1,6,1,1,2,2,7,1,3,1,1,1,3,2,4,2,2820,2,3,2
1,14,1,1,2,2,7,1,4,1,1,3,2,2,2,2,49762,1,1,1
1,2,1,0,2,2,10,2,2,1,1,1,1,2,2,1,123851,1,2,2
1,2,1,1,2,6,2,2,1,1,1,3,1,2,2,2,55000,1,2,2
1,2,1,1,1,8,10,2,1,4,1,7,1,1,2,1,115000,1,2,2
1,6,2,1,3,2,7,1,1,1,1,1,3,2,4,6,15654,2,3,2
1,1,1,1,1,5,2,1,4,1,1,1,1,2,1,3,36115,1,1,1
1,14,1,0,2,2,10,2,3,1,1,5,1,1,2,1,120782,1,1,1
1,2,1,1,2,2,2,2,4,1,1,3,1,2,2,3,94000,1,2,2
2,11,1,1,2,2,2,2,4,1,1,2,1,2,1,3,17916,1,1,1
1,10,1,1,1,2,4,3,2,1,1,1,1,2,1,1,14688,1,1,1
1,2,1,1,2,5,5,2,3,1,1,7,3,2,2,3,45000,1,2,2
1,14,1,1,2,2,10,1,3,1,1,5,1,1,2,4,75690,1,1,1
1,15,1,1,2,5,5,3,2,1,1,1,1,2,1,3,24478,1,1,1
2,9,1,1,1,9,4,1,3,1,1,5,1,2,1,3,51408,1,1,1
1,9,1,1,1,10,8,2,3,1,1,7,1,1,1,3,67560,1,1,1
2,12,3,1,2,2,2,1,3,4,1,5,2,2,4,3,25428,2,3,2
2,2,1,1,2,5,7,2,2,1,1,1,1,2,2,3,60000,1,2,2
1,2,1,1,3,2,2,2,1,1,1,1,3,2,2,3,76000,1,2,2
2,2,1,0,2,2,2,3,4,1,1,1,1,2,2,3,30000,1,2,2
1,8,1,1,2,3,2,1,3,1,1,2,1,2,1,3,21228,2,3,2
1,2,1,0,3,5,3,2,3,1,1,7,1,1,2,3,121000,1,2,2
1,19,1,1,2,11,5,1,3,1,1,8,1,2,1,1,938424,1,1,3
1,1,1,0,3,2,2,2,3,7,2,2,1,2,1,3,47227,1,1,1
1,2,1,1,2,10,3,1,2,1,1,7,1,2,2,3,123000,1,2,2
1,2,1,0,2,2,3,2,2,1,1,5,1,1,2,1,95000,1,2,2
1,5,1,1,2,2,5,2,4,1,1,9,1,1,3,1,107964,1,1,1
1,6,1,1,2,2,3,3,3,1,1,7,3,2,4,2,25047,2,3,2
1,2,1,0,1,13,11,1,3,1,1,3,1,2,2,1,73000,1,2,2
1,6,2,1,2,2,7,2,1,5,1,9,3,2,4,2,220296,2,3,2
1,3,3,1,2,2,5,2,2,1,1,1,2,2,1,4,67313,1,1,3
1,2,1,1,2,2,11,1,4,10,2,8,1,1,2,3,175000,1,2,2
2,2,1,1,1,4,7,1,3,1,2,3,1,2,2,3,105000,1,2,2
1,5,1,1,2,1,5,2,1,1,1,4,1,2,3,3,103965,1,1,1
2,5,1,0,1,2,1,1,3,1,2,6,1,1,3,4,138904,1,1,1
1,6,1,1,2,2,8,2,3,1,1,1,3,1,4,1,356916,2,3,2
1,9,1,1,2,2,2,1,3,1,1,2,1,2,1,3,61194,1,1,1
1,3,1,0,3,9,1,1,2,1,1,2,1,1,1,1,152985,1,1,3
2,6,1,1,2,3,2,1,4,1,2,3,2,2,4,3,10958,2,3,2
1,1,1,0,2,2,8,2,4,1,1,9,1,2,1,3,625068,1,1,1
1,9,1,1,2,10,6,2,4,1,1,3,1,1,1,3,63642,1,1,1
2,5,2,0,2,4,7,2,2,4,1,4,3,2,3,2,55981,1,1,1
2,1,1,1,2,8,8,2,3,1,1,2,1,1,1,3,111123,1,1,1
1,1,1,1,1,15,6,1,3,1,1,2,1,2,1,1,113901,1,1,1
1,11,2,1,2,9,5,2,4,1,1,3,2,2,1,1,18358,1,1,1
1,3,1,1,2,5,7,2,1,9,1,3,1,2,1,3,32316,1,1,3
2,2,1,1,1,2,4,1,1,4,1,3,1,2,2,3,100000,1,2,2
1,2,1,1,2,4,7,3,2,1,1,3,2,2,2,2,75000,1,2,2
1,19,3,1,3,7,3,1,2,1,1,8,1,1,1,3,83416,1,1,3
1,2,1,1,2,4,2,2,3,1,1,1,1,2,2,2,175000,1,2,2
1,6,3,1,3,1,4,2,1,4,1,4,1,2,4,2,43212,2,3,2
1,2,1,1,1,2,3,2,2,1,1,1,1,2,2,3,133000,1,2,2
1,1,1,1,2,2,3,3,3,1,1,1,1,1,1,3,77786,1,1,1
1,8,1,1,2,4,3,2,2,1,1,1,1,1,1,1,21228,2,3,2
1,6,2,1,2,2,2,1,1,1,1,1,3,2,4,2,14089,2,3,2
1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,65979,1,1,1
1,1,1,1,3,2,3,2,2,1,1,2,1,1,1,1,83342,1,1,1
1,8,1,1,2,2,2,3,3,1,1,1,2,2,1,2,7428,2,3,2
1,11,1,0,1,2,11,3,3,1,1,2,1,2,1,1,22032,1,1,1
