treatment_col,treatment_value,epsilon,delta_percent,found,found_filters,found_size,found_ate,candidates_enumerated,candidates_evaluated,runtime_seconds
EducationParents,1,10000.0,0.7,False,,,,19,19,3.61927737500082
EducationParents,1,10000.0,0.8,False,,,,5,5,0.7778753750026226
RaceEthnicity,1,100.0,0.5,True,"{'Gender': 1, 'Dependents': 2}",24197.0,6087.718386588739,86,28,3.22225837500082
RaceEthnicity,1,100.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,6976.592486112649,36,11,1.532053791997896
RaceEthnicity,1,100.0,0.7,True,"{'Student': 1, 'Gender': 1}",29359.0,7028.815760759824,16,8,1.2152555829998164
RaceEthnicity,1,100.0,0.8,True,{'Gender': 1},35200.0,7676.245310063788,5,2,0.3626668340002652
RaceEthnicity,1,500.0,0.5,True,"{'Gender': 1, 'SexualOrientation': 1, 'HDI': 1}",25998.0,1395.3396617541603,86,18,2.4668464999995194
RaceEthnicity,1,500.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,6976.592486112649,36,11,1.4685141670015582
RaceEthnicity,1,500.0,0.7,True,{'HDI': 1},29885.0,895.6870424449537,16,6,0.9583987090009032
RaceEthnicity,1,500.0,0.8,True,{'SexualOrientation': 1},35377.0,7176.38530528764,5,1,0.3337906249980733
RaceEthnicity,1,1000.0,0.5,True,"{'Gender': 1, 'SexualOrientation': 1, 'HDI': 1}",25998.0,1395.3396617541603,86,18,2.7486874170026567
RaceEthnicity,1,1000.0,0.6,True,{'HDI': 1},29885.0,895.6870424449537,36,6,1.243520374999207
RaceEthnicity,1,1000.0,0.7,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,7643.875462850521,16,3,0.7196504579987959
RaceEthnicity,1,1000.0,0.8,True,{'SexualOrientation': 1},35377.0,7176.38530528764,5,1,0.2775747080013389
RaceEthnicity,1,5000.0,0.5,True,{'HDI': 1},29885.0,895.6870424449537,86,6,1.8473753329999454
RaceEthnicity,1,5000.0,0.6,True,{'HDI': 1},29885.0,895.6870424449537,36,6,1.300157958001364
RaceEthnicity,1,5000.0,0.7,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,7643.875462850521,16,3,0.7337038750010834
RaceEthnicity,1,5000.0,0.8,True,{'SexualOrientation': 1},35377.0,7176.38530528764,5,1,0.2742089589992247
RaceEthnicity,1,10000.0,0.5,True,{'SexualOrientation': 1},35377.0,7176.38530528764,86,1,1.3309706670006562
RaceEthnicity,1,10000.0,0.6,True,{'SexualOrientation': 1},35377.0,7176.38530528764,36,1,0.9135935419981251
RaceEthnicity,1,10000.0,0.7,True,{'SexualOrientation': 1},35377.0,7176.38530528764,16,1,0.6742715410000528
RaceEthnicity,1,10000.0,0.8,True,{'SexualOrientation': 1},35377.0,7176.38530528764,5,1,0.3070179169990297
Dependents,1,100.0,0.5,True,"{'Hobby': 1, 'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",22803.0,14682.333047682707,104,46,5.29994962499768
Dependents,1,100.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,14560.185489001085,44,12,1.5240587910011527
Dependents,1,100.0,0.7,True,{'HDI': 1},29885.0,16980.861757347404,19,6,0.9350692080006411
Dependents,1,100.0,0.8,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,16009.143743406803,5,3,0.4488923339995381
Dependents,1,500.0,0.5,True,"{'Hobby': 1, 'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",22803.0,14682.333047682707,104,46,5.357251834000635
Dependents,1,500.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,14560.185489001085,44,12,1.7373773330000404
Dependents,1,500.0,0.7,True,{'Student': 1},31785.0,14061.287370333082,19,4,0.7818640000004962
Dependents,1,500.0,0.8,True,{'SexualOrientation': 1},35377.0,15621.861715790345,5,1,0.2788673329996527
Dependents,1,1000.0,0.5,True,"{'Student': 1, 'HDI': 1}",25713.0,15669.532748306101,104,26,3.999054542000522
Dependents,1,1000.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,14560.185489001085,44,12,1.73614258300222
Dependents,1,1000.0,0.7,True,{'Student': 1},31785.0,14061.287370333082,19,4,0.7518835840019165
Dependents,1,1000.0,0.8,True,{'SexualOrientation': 1},35377.0,15621.861715790345,5,1,0.24742150000020047
Dependents,1,5000.0,0.5,True,{'SexualOrientation': 1},35377.0,15621.861715790345,104,1,2.0498712500011607
Dependents,1,5000.0,0.6,True,{'SexualOrientation': 1},35377.0,15621.861715790345,44,1,0.9379593339981511
Dependents,1,5000.0,0.7,True,{'SexualOrientation': 1},35377.0,15621.861715790345,19,1,0.6155312919981952
Dependents,1,5000.0,0.8,True,{'SexualOrientation': 1},35377.0,15621.861715790345,5,1,0.28532470900245244
Dependents,1,10000.0,0.5,True,{'SexualOrientation': 1},35377.0,15621.861715790345,104,1,2.061695874999714
Dependents,1,10000.0,0.6,True,{'SexualOrientation': 1},35377.0,15621.861715790345,44,1,0.8621354589995462
Dependents,1,10000.0,0.7,True,{'SexualOrientation': 1},35377.0,15621.861715790345,19,1,0.5058182920001855
Dependents,1,10000.0,0.8,True,{'SexualOrientation': 1},35377.0,15621.861715790345,5,1,0.24993845799690462
Continent,1,100.0,0.5,True,"{'SexualOrientation': 1, 'GINI': 2}",19124.0,10222.218810732213,118,115,13.646171458000026
Continent,1,100.0,0.6,False,,,,47,47,5.786693417001516
Continent,1,100.0,0.7,False,,,,19,19,2.6015254160010954
Continent,1,100.0,0.8,False,,,,5,5,0.6832582919996639
Continent,1,500.0,0.5,True,"{'SexualOrientation': 1, 'GINI': 2}",19124.0,10222.218810732213,118,115,16.56663000000117
Continent,1,500.0,0.6,False,,,,47,47,7.160850583000865
Continent,1,500.0,0.7,False,,,,19,19,3.0466005420021247
Continent,1,500.0,0.8,False,,,,5,5,0.8981281250016764
Continent,1,1000.0,0.5,True,{'GINI': 2},20653.0,10752.680738346155,118,82,14.117661750002299
Continent,1,1000.0,0.6,False,,,,47,47,7.656265290999727
Continent,1,1000.0,0.7,False,,,,19,19,3.1823732080010814
Continent,1,1000.0,0.8,False,,,,5,5,0.8613754170000902
Continent,1,5000.0,0.5,True,{'GINI': 2},20653.0,10752.680738346155,118,82,20.71209458300291
Continent,1,5000.0,0.6,False,,,,47,47,8.434695915999328
Continent,1,5000.0,0.7,False,,,,19,19,3.413562457997614
Continent,1,5000.0,0.8,False,,,,5,5,0.8257632919994649
Continent,1,10000.0,0.5,True,{'GINI': 2},20653.0,10752.680738346155,118,82,23.10685525000008
Continent,1,10000.0,0.6,False,,,,47,47,9.379172667002422
Continent,1,10000.0,0.7,False,,,,19,19,3.194561917000101
Continent,1,10000.0,0.8,False,,,,5,5,0.8177286249992903
Age,1,100.0,0.5,True,"{'Hobby': 1, 'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",22803.0,14470.628687921686,117,49,4.677622125000198
Age,1,100.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,13727.735323629926,47,12,1.4484606250007346
Age,1,100.0,0.7,True,{'RaceEthnicity': 1},29558.0,13945.643882869868,19,8,1.060628874998656
Age,1,100.0,0.8,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,15534.69725682943,5,3,0.42419874999905005
Age,1,500.0,0.5,True,"{'Student': 1, 'FormalEducation': 1}",23931.0,14024.366515102482,117,39,4.455431333000888
Age,1,500.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,13727.735323629926,47,12,1.587150750001456
Age,1,500.0,0.7,True,{'Student': 1},31785.0,13720.93484189651,19,4,0.6573436670005322
Age,1,500.0,0.8,True,{'SexualOrientation': 1},35377.0,15423.921659249705,5,1,0.25000783299765317
Age,1,1000.0,0.5,True,"{'Student': 1, 'HDI': 1}",25713.0,11854.290850165218,117,27,3.7564567499975965
Age,1,1000.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,13727.735323629926,47,12,1.6580587499993271
Age,1,1000.0,0.7,True,{'Student': 1},31785.0,13720.93484189651,19,4,0.7411386249987117
Age,1,1000.0,0.8,True,{'SexualOrientation': 1},35377.0,15423.921659249705,5,1,0.29696462500214693
Age,1,5000.0,0.5,True,{'SexualOrientation': 1},35377.0,15423.921659249705,117,1,1.5986961660019006
Age,1,5000.0,0.6,True,{'SexualOrientation': 1},35377.0,15423.921659249705,47,1,0.9052289580031356
Age,1,5000.0,0.7,True,{'SexualOrientation': 1},35377.0,15423.921659249705,19,1,0.48502683300102944
Age,1,5000.0,0.8,True,{'SexualOrientation': 1},35377.0,15423.921659249705,5,1,0.2790645829991263
Age,1,10000.0,0.5,True,{'SexualOrientation': 1},35377.0,15423.921659249705,117,1,2.0185760829990613
Age,1,10000.0,0.6,True,{'SexualOrientation': 1},35377.0,15423.921659249705,47,1,1.0443233749974752
Age,1,10000.0,0.7,True,{'SexualOrientation': 1},35377.0,15423.921659249705,19,1,0.5545827920032025
Age,1,10000.0,0.8,True,{'SexualOrientation': 1},35377.0,15423.921659249705,5,1,0.2490079169983801
HDI,1,100.0,0.5,True,"{'Hobby': 1, 'Student': 1, 'SexualOrientation': 1}",23943.0,107511.73544857727,85,31,3.3819267919971026
HDI,1,100.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,107065.30123987125,35,11,1.380538917001104
HDI,1,100.0,0.7,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,107065.30123987125,16,11,1.3052237080009945
HDI,1,100.0,0.8,True,{'SexualOrientation': 1},35377.0,106293.78778069699,5,1,0.2637393750010233
HDI,1,500.0,0.5,True,"{'Hobby': 1, 'Student': 1, 'SexualOrientation': 1}",23943.0,107511.73544857727,85,31,3.6710561670006427
HDI,1,500.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,107065.30123987125,35,11,1.431176707999839
HDI,1,500.0,0.7,True,{'Student': 1},31785.0,107254.53443743287,16,4,0.8040921669999079
HDI,1,500.0,0.8,True,{'SexualOrientation': 1},35377.0,106293.78778069699,5,1,0.277042582998547
HDI,1,1000.0,0.5,True,"{'FormalEducation': 1, 'Gender': 1, 'SexualOrientation': 1}",24173.0,109463.25498431781,85,29,3.658559791998414
HDI,1,1000.0,0.6,True,"{'Student': 1, 'Gender': 1, 'SexualOrientation': 1}",27878.0,107065.30123987125,35,11,1.4493987500027288
HDI,1,1000.0,0.7,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,106271.6795100742,16,3,0.7453602499990666
HDI,1,1000.0,0.8,True,{'SexualOrientation': 1},35377.0,106293.78778069699,5,1,0.26275129200075753
HDI,1,5000.0,0.5,True,{'RaceEthnicity': 1},29558.0,99390.90489356546,85,7,2.0607440829990082
HDI,1,5000.0,0.6,True,{'Hobby': 1},31125.0,104549.77262304765,35,5,1.1843632919990341
HDI,1,5000.0,0.7,True,"{'Gender': 1, 'SexualOrientation': 1}",33330.0,106271.6795100742,16,3,0.7982527499989374
HDI,1,5000.0,0.8,True,{'SexualOrientation': 1},35377.0,106293.78778069699,5,1,0.31437766700037173
HDI,1,10000.0,0.5,True,{'SexualOrientation': 1},35377.0,106293.78778069699,85,1,1.538022208998882
HDI,1,10000.0,0.6,True,{'SexualOrientation': 1},35377.0,106293.78778069699,35,1,0.7786545419985487
HDI,1,10000.0,0.7,True,{'SexualOrientation': 1},35377.0,106293.78778069699,16,1,0.4774332079978194
HDI,1,10000.0,0.8,True,{'SexualOrientation': 1},35377.0,106293.78778069699,5,1,0.2538892089978617
GDP,1,100.0,0.5,False,,,,118,118,14.231336791999638
GDP,1,100.0,0.6,False,,,,47,47,6.00598112499938
GDP,1,100.0,0.7,False,,,,19,19,2.763904082999943
GDP,1,100.0,0.8,False,,,,5,5,0.7678992500004824
GDP,1,500.0,0.5,False,,,,118,118,18.124017833000835
GDP,1,500.0,0.6,False,,,,47,47,6.7323725419992115
GDP,1,500.0,0.7,False,,,,19,19,2.8136076250011683
GDP,1,500.0,0.8,False,,,,5,5,0.79987679199985
GDP,1,1000.0,0.5,False,,,,118,118,19.972853999999643
GDP,1,1000.0,0.6,False,,,,47,47,8.763918249998824
GDP,1,1000.0,0.7,False,,,,19,19,3.2231314580021717
GDP,1,1000.0,0.8,False,,,,5,5,0.9199052920012036
GDP,1,5000.0,0.5,False,,,,118,118,42.058893958001136
GDP,1,5000.0,0.6,False,,,,47,47,10.867751624999073
GDP,1,5000.0,0.7,False,,,,19,19,3.6057304160021886
GDP,1,5000.0,0.8,False,,,,5,5,0.7878153340025165
GDP,1,10000.0,0.5,False,,,,118,118,42.45064758399894
GDP,1,10000.0,0.6,False,,,,47,47,11.042202708998957
GDP,1,10000.0,0.7,False,,,,19,19,3.7543976250017295
GDP,1,10000.0,0.8,False,,,,5,5,0.8295176249994256
GINI,1,100.0,0.5,False,,,,116,116,14.082284916999924
GINI,1,100.0,0.6,False,,,,47,47,6.174915709001652
GINI,1,100.0,0.7,False,,,,19,19,2.4800428330017894
GINI,1,100.0,0.8,False,,,,5,5,0.6790922079999291
GINI,1,500.0,0.5,False,,,,116,116,17.63391550000233
GINI,1,500.0,0.6,False,,,,47,47,6.8958455419997335
GINI,1,500.0,0.7,False,,,,19,19,2.919149916997412
GINI,1,500.0,0.8,False,,,,5,5,0.8046390420022362
GINI,1,1000.0,0.5,False,,,,116,116,19.665318958999706
GINI,1,1000.0,0.6,False,,,,47,47,7.11195566600145
GINI,1,1000.0,0.7,False,,,,19,19,3.1169165000028443
GINI,1,1000.0,0.8,False,,,,5,5,0.7771452500019222
GINI,1,5000.0,0.5,False,,,,116,116,26.346442500002013
GINI,1,5000.0,0.6,False,,,,47,47,8.289201916999446
GINI,1,5000.0,0.7,False,,,,19,19,3.220575125000323
GINI,1,5000.0,0.8,False,,,,5,5,0.805349499998556
GINI,1,10000.0,0.5,False,,,,116,116,30.21374624999953
GINI,1,10000.0,0.6,False,,,,47,47,9.265919375000522
GINI,1,10000.0,0.7,False,,,,19,19,3.300966333998076
GINI,1,10000.0,0.8,False,,,,5,5,0.7899555000003602
