Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Continent,Age,ConvertedSalary,HDI,GDP,GINI,TempTreatment
1,14,2,2,1,1,4,3,2,1,1,1,1,2,1,13023,1,1,1,0
1,2,1,2,1,1,1,1,2,1,1,8,1,2,1,30160,1,2,2,0
1,2,1,4,1,1,2,3,1,1,1,4,1,2,2,2000000,1,2,2,0
2,14,2,1,1,1,2,1,4,1,1,4,1,2,2,62001,1,1,1,0
1,2,1,1,1,3,6,3,4,1,1,8,1,2,2,82000,1,2,2,0
1,2,1,1,1,1,2,2,4,1,1,2,1,2,1,108000,1,2,2,0
1,2,3,2,1,6,4,3,3,1,1,2,1,2,1,38000,1,2,2,0
1,4,1,1,1,1,4,3,4,1,1,8,6,3,1,5322,2,3,2,0
1,2,1,2,1,3,4,3,2,1,1,4,1,2,2,120000,1,2,2,0
1,2,1,4,1,1,1,3,1,1,1,5,1,2,2,150000,1,2,2,0
1,2,1,1,1,1,1,2,2,1,1,6,1,2,1,76500,1,2,2,0
1,17,1,1,2,3,2,1,1,1,1,2,1,3,2,87768,1,1,2,0
1,2,1,1,1,1,6,2,2,1,1,8,1,2,2,78000,1,2,2,0
1,4,1,1,1,1,3,3,2,1,1,9,3,3,1,6948,2,3,2,0
2,4,1,1,1,14,1,1,2,1,1,2,3,3,2,21133,2,3,2,1
1,5,1,4,7,2,2,1,1,1,3,2,1,1,2,42348,2,3,1,0
2,2,1,4,1,1,5,2,2,1,1,2,1,2,2,135000,1,2,2,0
1,2,1,4,1,1,1,1,1,1,1,4,3,2,2,140000,1,2,2,0
1,2,1,1,1,1,1,2,1,1,1,6,1,2,2,200000,1,2,2,0
1,1,1,1,7,4,1,3,2,2,1,1,7,1,2,62507,1,1,1,0
1,2,1,2,1,1,8,2,2,1,1,2,1,2,2,75000,1,2,2,0
2,10,2,4,1,1,2,1,1,1,1,2,1,1,2,543396,1,1,1,0
1,4,1,1,1,18,6,3,2,1,1,4,3,3,2,13150,2,3,2,0
1,4,1,4,1,1,4,1,1,1,1,4,3,3,2,8448,2,3,2,0
1,2,1,6,8,3,6,3,1,1,1,4,1,2,3,102000,1,2,2,0
1,15,1,6,1,1,6,1,2,1,1,6,1,1,2,30597,1,1,1,0
1,8,1,4,1,1,2,1,1,1,1,6,1,1,2,12732,2,3,2,0
1,1,1,1,1,3,2,1,4,1,1,1,1,1,2,633396,1,1,1,0
1,1,1,4,8,13,1,1,3,1,1,2,1,1,4,55562,1,1,1,0
1,4,2,4,1,1,4,1,1,1,4,2,2,3,2,26612,2,3,2,0
1,2,1,1,7,12,1,3,4,1,1,2,1,2,1,65000,1,2,2,0
2,8,1,1,1,2,2,3,1,2,1,4,1,1,2,16980,2,3,2,0
1,2,1,1,10,1,4,3,1,1,1,5,1,2,2,78000,1,2,2,0
1,2,1,4,1,1,2,1,1,1,3,2,1,2,2,732000,1,2,2,0
2,2,1,1,1,14,8,1,4,1,1,8,1,2,4,107500,1,2,2,1
1,2,1,2,1,1,4,3,1,1,1,2,1,2,1,65000,1,2,2,0
1,17,1,1,1,6,4,1,1,1,1,4,4,3,2,428604,1,1,2,0
1,2,1,7,2,8,10,3,4,1,1,2,1,2,4,110000,1,2,2,0
1,2,1,4,10,8,4,1,4,1,1,2,1,2,3,103500,1,2,2,0
1,13,1,3,1,4,4,1,2,1,1,9,7,5,1,14220,3,3,2,0
2,14,1,1,1,1,6,1,1,1,1,4,1,2,2,78106,1,1,1,0
1,1,1,1,1,12,9,1,3,1,1,1,1,1,3,118068,1,1,1,0
1,1,1,7,8,8,1,3,4,1,1,1,1,1,2,65285,1,1,1,0
1,13,1,1,1,3,6,1,2,1,1,5,1,5,2,14976,3,3,2,0
1,5,1,4,1,1,2,1,1,1,1,2,1,1,2,58814,2,3,1,0
1,14,1,4,1,1,6,1,1,1,1,2,1,2,3,80521,1,1,1,0
1,17,1,1,3,3,4,1,1,1,1,6,4,3,2,70212,1,1,2,0
1,7,1,5,1,4,4,1,2,1,1,4,2,1,1,440592,1,1,1,0
1,2,1,4,1,4,6,1,1,1,1,2,2,2,2,125000,1,2,2,0
1,5,2,3,1,1,4,1,4,1,1,1,1,1,1,5292,2,3,1,0
1,2,1,2,1,1,3,3,4,1,1,4,1,2,2,90000,1,2,2,0
1,5,1,1,1,1,1,1,2,1,1,8,1,1,2,12348,2,3,1,0
2,7,3,4,4,8,2,1,1,1,1,6,1,1,2,734328,1,1,1,0
1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,67000,1,2,2,0
1,13,1,4,1,1,2,1,2,1,1,4,1,5,2,18720,3,3,2,0
1,11,1,1,7,1,6,3,1,1,1,7,4,3,2,31788,2,3,2,0
1,2,1,1,4,4,4,1,4,2,1,2,3,2,2,96000,1,2,2,0
1,2,1,1,1,1,1,3,3,1,1,4,1,2,2,80000,1,2,2,0
1,7,3,1,1,1,4,3,3,1,1,2,1,1,1,55075,1,1,1,0
1,2,1,1,7,1,10,2,4,1,3,6,4,2,3,150000,1,2,2,0
1,5,3,1,1,1,4,1,2,1,1,2,1,1,2,45876,2,3,1,0
1,6,1,4,1,8,1,1,1,1,1,1,3,1,2,51403,1,1,1,0
1,2,2,4,1,8,4,3,4,1,1,2,1,2,1,31200,1,2,2,0
2,3,1,1,1,1,2,1,1,1,1,8,1,1,2,44060,1,1,3,0
1,2,1,1,1,5,9,3,4,1,1,2,2,2,4,148000,1,2,2,0
1,3,1,1,4,1,4,2,4,1,1,4,1,1,2,38184,1,1,3,0
1,1,1,2,1,4,1,1,1,1,1,8,1,1,2,87509,1,1,1,0
1,8,3,1,4,1,1,3,4,1,1,5,1,1,2,25476,2,3,2,0
1,2,1,1,1,1,6,1,1,1,1,5,1,2,2,75000,1,2,2,0
1,1,1,1,1,2,1,3,2,1,1,4,1,1,1,87509,1,1,1,0
2,1,1,2,7,4,4,3,4,1,1,6,6,1,3,550056,1,1,1,0
1,2,1,1,4,1,1,3,2,1,1,2,5,2,2,80000,1,2,2,0
1,3,1,1,3,1,8,3,1,1,1,4,1,1,2,49932,1,1,3,0
2,7,1,4,1,1,9,1,2,1,1,1,1,1,4,116268,1,1,1,0
1,6,2,4,1,3,2,1,1,1,1,2,1,1,2,61194,1,1,1,0
1,2,1,1,1,1,2,1,1,1,1,2,3,2,2,250000,1,2,2,0
1,7,1,4,1,1,6,1,2,1,1,1,1,1,2,1000000,1,1,1,0
1,7,1,4,1,1,2,1,1,1,1,4,1,1,2,45528,1,1,1,0
1,17,3,4,7,1,4,3,1,1,1,4,1,3,2,48,1,1,2,0
1,2,1,2,9,3,10,3,3,1,1,4,1,2,5,112500,1,2,2,0
1,2,1,1,1,1,2,1,1,1,1,7,1,2,1,64000,1,2,2,0
1,1,1,1,1,1,6,3,4,1,1,8,1,1,2,58410,1,1,1,0
2,2,1,1,2,1,1,3,4,1,1,4,1,2,4,145000,1,2,2,0
1,19,1,7,1,1,8,1,2,1,1,2,1,1,3,177258,1,1,3,0
1,2,1,1,6,1,1,5,3,1,1,4,1,2,2,88500,1,2,2,0
1,2,1,4,1,1,4,1,4,1,1,4,3,2,2,90000,1,2,2,0
1,13,1,1,1,3,2,1,1,1,1,5,1,5,1,13104,3,3,2,0
1,6,1,4,1,3,6,3,2,1,1,8,1,1,2,45283,1,1,1,0
1,2,1,1,9,3,1,1,2,1,1,6,1,2,2,110000,1,2,2,0
1,6,1,4,9,8,4,3,4,1,1,8,1,1,3,52627,1,1,1,0
1,7,1,4,1,1,8,1,1,1,1,4,1,1,2,59568,1,1,1,0
2,7,1,1,3,1,1,1,4,1,2,2,1,1,2,58746,1,1,1,0
1,7,3,3,1,1,11,1,3,1,1,1,1,1,3,79552,1,1,1,0
2,14,3,2,1,2,1,1,1,1,1,2,1,2,1,64417,1,1,1,0
1,2,1,1,1,1,1,4,1,1,1,1,1,2,2,92000,1,2,2,0
1,19,1,4,1,1,1,1,1,1,1,2,1,1,2,115,1,1,3,0
2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,95000,1,2,2,0
1,4,1,1,1,5,1,1,2,1,1,8,3,3,2,5479,2,3,2,0
1,1,1,1,1,12,1,1,2,1,1,5,1,1,2,416712,1,1,1,0
1,2,1,1,4,1,2,1,1,1,1,1,1,2,2,145000,1,2,2,0
1,2,1,1,1,1,2,1,1,1,1,8,1,2,2,115000,1,2,2,0
1,16,1,4,2,6,4,1,2,1,1,2,1,1,2,30000,3,3,2,0
2,2,1,4,5,4,5,1,1,2,2,5,1,2,4,70000,1,2,2,0
1,2,1,2,12,1,8,1,3,1,1,2,1,2,2,160000,1,2,2,0
1,2,1,1,1,1,1,1,4,1,1,2,1,2,2,65000,1,2,2,0
2,18,1,4,1,1,6,1,2,1,1,1,1,1,2,46992,1,1,3,0
2,2,1,1,7,1,4,1,3,1,2,4,1,2,2,103000,1,2,2,0
1,1,1,1,1,3,6,3,3,1,1,4,4,1,2,983436,1,1,1,0
1,2,3,5,1,1,1,1,4,2,2,4,1,2,2,128000,1,2,2,0
1,3,2,1,1,16,4,1,3,1,1,1,1,1,1,8808,1,1,3,0
1,3,1,1,7,1,5,1,4,1,1,4,1,1,2,61194,1,1,3,0
1,2,1,1,7,1,8,1,3,1,1,3,1,2,3,80000,1,2,2,0
1,2,1,1,1,1,2,1,1,1,1,4,1,2,2,125000,1,2,2,0
1,2,1,1,1,1,1,2,4,1,1,8,2,2,2,44000,1,2,2,0
1,7,1,1,4,6,4,1,3,1,1,8,1,1,2,56298,1,1,1,0
1,7,1,3,8,1,4,1,3,1,1,4,1,1,1,11016,1,1,1,0
1,2,1,1,4,11,4,1,1,1,1,3,1,2,2,85000,1,2,2,0
1,2,2,2,1,12,4,1,1,1,1,6,1,2,1,40000,1,2,2,0
1,4,1,1,1,4,4,2,2,1,1,2,1,3,2,1128,2,3,2,0
1,2,2,3,7,1,1,1,3,1,1,4,1,2,1,15000,1,2,2,0
2,2,2,1,1,3,1,3,1,1,1,2,1,2,3,100000,1,2,2,0
2,1,1,1,1,1,4,3,4,1,1,4,1,1,1,36115,1,1,1,0
1,1,2,3,1,12,4,2,1,1,1,2,1,1,1,266700,1,1,1,0
1,7,3,5,1,1,1,3,1,1,1,5,1,1,2,15420,1,1,1,0
1,2,1,1,1,1,4,1,1,1,1,2,1,2,1,95000,1,2,2,0
1,10,1,4,9,1,3,3,2,1,1,4,1,1,2,33045,1,1,1,0
1,4,1,4,4,1,3,1,2,2,1,2,3,3,1,14872,2,3,2,0
1,2,1,1,9,1,5,1,1,1,1,5,1,2,3,80000,1,2,2,0
1,5,1,4,4,1,1,1,1,1,1,2,1,1,2,40584,2,3,1,0
1,2,3,5,1,7,4,1,1,1,1,2,1,2,2,30000,1,2,2,0
1,4,2,1,8,4,4,1,3,2,1,2,1,3,1,7984,2,3,2,0
1,7,1,3,1,1,1,3,1,1,2,1,1,1,1,41124,1,1,1,0
1,14,2,1,1,1,4,4,3,1,1,4,1,2,1,39254,1,1,1,0
1,14,1,1,10,4,4,1,2,1,1,4,4,2,3,41871,1,1,1,0
1,4,1,1,7,1,1,1,2,1,1,7,3,3,1,2892,2,3,2,0
1,12,1,2,6,4,3,3,4,2,1,1,1,4,1,51983,1,1,1,0
1,1,1,4,1,2,6,1,3,1,1,5,1,1,2,69452,1,1,1,0
1,7,2,2,1,1,2,3,2,1,1,2,1,1,1,23496,1,1,1,0
1,9,1,1,1,1,2,1,4,1,1,4,1,1,2,56892,1,1,3,0
1,13,3,3,12,9,4,3,1,1,1,7,1,5,1,6732,3,3,2,0
1,1,1,2,10,1,4,1,3,1,1,4,1,1,1,13890,1,1,1,0
2,8,3,4,1,3,4,3,1,1,1,4,1,1,1,29724,2,3,2,0
1,1,1,1,3,7,2,1,2,1,1,8,1,1,2,33,1,1,1,0
2,18,1,1,3,1,1,3,1,2,1,2,1,1,2,42588,1,1,3,0
1,2,1,2,1,2,4,3,1,1,1,2,6,2,2,100000,1,2,2,0
1,2,1,1,4,1,4,1,2,1,1,4,1,2,2,78500,1,2,2,0
1,4,1,1,7,3,4,1,1,1,1,4,1,3,1,7704,2,3,2,0
1,2,1,4,1,1,6,1,1,1,1,6,3,2,2,85000,1,2,2,0
1,2,1,1,8,1,1,2,1,1,1,6,1,2,2,127000,1,2,2,0
1,1,1,1,1,1,2,2,1,2,3,4,1,1,2,48616,1,1,1,0
1,1,1,1,8,1,4,3,2,1,1,1,1,1,1,41671,1,1,1,0
1,4,1,1,1,1,4,1,2,1,2,4,5,3,1,3756,2,3,2,0
2,6,1,4,1,1,1,3,1,1,1,2,1,1,2,45895,1,1,1,0
1,7,1,4,1,1,7,3,2,1,1,2,1,1,1,88119,1,1,1,0
1,8,1,2,6,2,4,1,1,1,2,8,1,1,2,29292,2,3,2,0
2,8,1,6,4,1,3,2,2,1,1,6,1,1,2,10620,2,3,2,0
1,7,1,3,4,1,1,1,2,1,4,1,1,1,1,41124,1,1,1,0
2,1,1,1,9,1,5,3,2,2,1,4,1,1,3,55562,1,1,1,0
2,13,2,4,8,8,8,1,4,1,1,1,5,5,2,37428,3,3,2,0
1,12,1,1,4,3,4,3,4,2,1,4,3,4,2,55981,1,1,1,0
1,2,1,1,2,1,2,3,1,1,1,2,1,2,2,71000,1,2,2,0
1,15,1,1,1,1,1,1,2,1,1,1,6,1,1,27660,1,1,1,0
1,5,1,2,4,4,2,2,2,1,1,2,1,1,1,14112,2,3,1,0
2,4,1,1,1,1,5,3,3,1,1,8,1,3,2,751416,2,3,2,0
1,3,2,1,1,1,2,1,2,1,1,2,1,1,1,44050,1,1,3,0
1,2,1,1,8,1,2,1,1,1,1,4,1,2,2,120000,1,2,2,0
1,2,1,4,8,13,4,3,1,1,1,4,1,2,2,73000,1,2,2,0
1,7,1,1,1,1,1,1,1,1,1,4,1,1,1,64866,1,1,1,0
1,14,1,1,1,1,2,1,3,1,1,4,1,2,2,64417,1,1,1,0
1,2,1,2,8,4,4,1,2,1,1,1,3,2,2,30000,1,2,2,0
1,2,1,1,1,10,2,3,2,1,1,3,1,2,2,32000,1,2,2,0
1,19,1,3,7,1,4,1,2,1,1,8,1,1,1,67775,1,1,3,0
1,2,1,5,1,1,1,3,1,1,1,4,1,2,2,110000,1,2,2,0
1,19,1,4,1,18,1,1,3,1,1,2,1,1,2,71940,1,1,3,0
1,2,1,3,1,5,2,1,3,1,1,1,1,2,2,85000,1,2,2,0
2,7,1,1,1,1,8,1,1,1,1,2,1,1,3,97910,1,1,1,0
2,2,1,1,7,4,6,1,2,1,1,8,1,2,2,110000,1,2,2,0
1,7,1,4,1,1,1,1,1,1,1,4,1,1,1,33780,1,1,1,0
2,4,1,1,1,1,1,3,3,1,1,4,3,3,1,13056,2,3,2,0
1,2,1,4,1,8,2,1,2,1,1,2,1,2,2,120000,1,2,2,0
1,1,1,1,1,2,2,3,1,1,1,2,3,1,2,83342,1,1,1,0
1,13,1,4,1,1,2,3,4,1,1,4,6,5,2,13104,3,3,2,0
2,4,1,1,7,3,3,3,2,2,1,1,2,3,1,2256,2,3,2,0
1,2,1,1,5,7,1,1,1,1,1,4,6,2,3,42000,1,2,2,0
1,2,1,1,2,4,4,3,4,1,1,4,1,2,2,80000,1,2,2,0
1,14,1,1,1,1,6,2,4,2,1,1,1,2,2,69248,1,1,1,0
1,7,1,7,9,13,6,3,2,1,1,4,1,1,2,58752,1,1,1,0
1,2,1,7,1,6,8,3,3,1,1,1,1,2,3,131000,1,2,2,0
1,2,3,1,5,13,3,1,4,2,1,5,1,2,1,42500,1,2,2,0
1,1,1,1,1,1,6,3,3,1,1,8,1,1,2,56256,1,1,1,0
1,4,1,1,1,1,4,1,2,2,1,4,3,3,2,3000,2,3,2,0
2,2,1,2,5,1,4,1,1,1,1,2,1,2,1,36000,1,2,2,0
1,11,2,3,1,1,1,3,4,1,1,1,1,3,1,1272,2,3,2,0
2,14,1,1,1,1,1,3,3,1,1,4,1,2,1,48313,1,1,1,0
1,1,1,5,4,11,3,1,2,1,1,1,1,1,1,27781,1,1,1,0
1,17,1,8,1,1,1,3,2,1,1,7,4,3,1,23868,1,1,2,0
1,2,1,2,1,6,4,3,4,1,1,4,1,2,1,55000,1,2,2,0
1,6,1,4,9,13,1,3,1,1,1,2,5,1,2,42836,1,1,1,0
1,19,3,1,7,1,1,1,4,1,1,1,1,1,1,72989,1,1,3,0
1,2,1,4,4,1,1,1,1,1,1,8,1,2,3,48000,1,2,2,0
1,2,1,2,1,1,1,1,2,1,1,5,4,2,1,2000000,1,2,2,0
1,14,1,2,1,1,5,1,4,1,3,6,1,2,2,68443,1,1,1,0
1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,62507,1,1,1,0
1,2,1,1,1,1,6,2,2,1,1,4,1,2,2,107000,1,2,2,0
1,7,2,3,7,1,6,3,2,2,3,1,1,1,1,11015,1,1,1,0
1,7,1,3,4,16,3,3,1,1,1,4,1,1,6,13212,1,1,1,0
2,8,3,2,1,2,4,1,3,1,1,8,1,1,1,4668,2,3,2,0
1,1,1,3,4,1,2,1,2,1,1,5,1,1,2,37504,1,1,1,0
1,4,1,1,1,12,1,1,2,2,1,2,3,3,1,20351,2,3,2,0
1,6,1,4,4,1,4,1,2,1,1,5,1,1,2,41612,1,1,1,0
1,14,1,1,1,1,8,3,4,1,1,1,1,2,2,81327,1,1,1,0
1,15,1,1,1,1,6,1,2,1,1,1,1,1,2,31821,1,1,1,0
1,17,1,1,1,1,1,1,4,1,1,2,4,3,2,22824,1,1,2,0
1,7,1,1,1,1,7,1,2,1,1,6,1,1,2,35244,1,1,1,0
1,20,1,2,1,12,1,1,2,1,3,4,1,1,3,70500,1,1,3,0
1,19,2,4,4,8,5,1,2,1,1,2,1,1,2,86544,1,1,3,0
1,6,1,7,1,1,8,3,1,1,1,5,1,1,2,67313,1,1,1,0
1,1,1,4,1,1,6,1,3,1,1,8,1,1,2,64382,1,1,1,0
1,2,1,4,1,1,6,1,1,1,1,3,1,2,2,100000,1,2,2,0
1,4,1,1,1,1,3,2,4,1,2,1,6,3,2,11161,2,3,2,0
1,1,1,1,2,1,4,1,2,2,1,1,1,1,2,62507,1,1,1,0
2,1,1,1,1,1,7,3,2,1,1,4,1,1,3,54034,1,1,1,0
2,14,1,5,1,3,1,3,3,2,2,1,1,2,3,80521,1,1,1,0
1,2,1,1,4,1,10,1,1,1,1,3,4,2,4,120000,1,2,2,0
1,19,1,4,1,5,10,2,1,1,1,8,1,1,3,161618,1,1,3,0
1,7,1,1,7,4,1,1,3,1,1,4,1,1,1,44496,1,1,1,0
1,2,1,4,10,1,4,1,4,1,1,2,1,2,2,70000,1,2,2,0
1,2,1,1,1,2,1,3,2,1,1,5,1,2,1,70000,1,2,2,0
1,18,1,1,3,7,4,1,4,1,1,4,1,1,1,35832,1,1,3,0
1,12,1,1,7,1,6,2,2,1,1,1,1,4,2,63979,1,1,1,0
1,14,1,1,1,3,5,1,3,1,1,4,1,2,3,114340,1,1,1,0
1,3,1,4,1,1,2,3,1,1,1,4,1,1,2,46992,1,1,3,0
2,7,2,4,1,1,2,1,3,1,1,5,3,1,2,16152,1,1,1,0
1,1,2,4,1,8,2,3,2,1,1,2,1,1,2,33337,1,1,1,0
1,1,1,1,1,1,6,1,2,1,1,4,1,1,2,69452,1,1,1,0
1,2,1,2,12,1,2,2,4,1,3,3,1,2,2,105000,1,2,2,0
1,4,1,1,1,13,1,1,2,1,1,2,3,3,1,7827,2,3,2,0
1,4,1,1,7,2,1,1,2,1,1,4,1,3,2,2820,2,3,2,0
1,5,3,1,3,1,4,1,2,1,1,4,1,1,1,10584,2,3,1,0
1,1,1,2,1,1,6,2,2,1,1,1,1,1,2,69452,1,1,1,0
1,2,1,1,1,1,4,3,1,1,1,5,1,2,1,65000,1,2,2,0
1,4,1,1,1,1,4,1,1,2,1,8,2,3,1,6012,2,3,2,0
1,16,1,4,9,2,1,3,3,1,1,2,1,1,2,32400,3,3,2,0
1,4,1,1,1,1,1,1,4,1,1,4,1,3,2,28178,2,3,2,0
1,8,1,4,9,1,1,1,4,1,1,2,1,1,2,29376,2,3,2,0
1,2,1,4,1,3,6,4,4,1,1,2,1,2,3,87264,1,2,2,0
1,2,1,4,1,1,1,3,2,1,1,4,2,2,2,120000,1,2,2,0
1,12,1,1,1,13,4,3,3,1,1,2,1,4,1,53582,1,1,1,0
1,2,1,4,4,6,10,1,1,1,1,4,7,2,4,150000,1,2,2,0
1,2,1,1,1,1,4,2,1,1,1,5,1,2,2,90000,1,2,2,0
1,3,1,1,12,1,1,1,1,1,1,3,1,1,1,38184,1,1,3,0
1,2,1,1,9,1,4,3,1,1,1,2,2,2,2,90000,1,2,2,0
2,2,1,1,1,3,4,1,1,1,1,2,1,2,1,113000,1,2,2,0
1,9,1,1,1,6,1,1,4,1,1,1,1,1,2,55392,1,1,3,0
2,14,1,2,10,4,4,1,2,2,1,8,1,2,2,33014,1,1,1,0
1,19,2,3,1,1,1,1,2,1,1,2,1,1,6,12516,1,1,3,0
1,4,2,1,1,1,1,3,2,1,1,4,1,3,1,18780,2,3,2,0
2,2,3,1,9,1,1,1,3,1,1,4,1,2,2,75000,1,2,2,0
1,7,1,4,1,12,5,1,4,1,1,2,1,1,3,58746,1,1,1,0
1,9,1,1,1,1,5,3,2,2,1,1,1,1,3,49032,1,1,3,0
1,20,3,2,9,13,6,4,1,1,1,2,1,1,2,16116,1,1,3,0
1,2,1,1,10,4,1,1,4,1,1,3,1,2,2,110000,1,2,2,0
1,7,1,4,1,1,6,1,2,1,1,1,1,1,2,54336,1,1,1,0
1,7,1,3,1,1,1,1,2,1,1,1,1,1,1,323844,1,1,1,0
1,19,1,2,4,1,1,1,3,1,1,7,1,1,3,93842,1,1,3,0
1,4,1,4,1,1,2,1,2,2,1,7,4,3,2,4320,2,3,2,0
1,4,1,1,1,3,1,2,2,1,1,4,3,3,1,12216,2,3,2,0
1,13,2,5,1,1,2,2,1,1,1,9,5,5,2,9732,3,3,2,0
1,6,2,4,4,11,1,3,2,1,1,5,1,1,1,13212,1,1,1,0
1,2,1,1,1,1,7,1,4,1,1,4,1,2,2,145000,1,2,2,0
1,2,1,4,1,1,6,1,1,1,1,2,1,2,2,95000,1,2,2,0
1,2,1,1,1,1,6,2,4,1,1,4,1,2,2,70000,1,2,2,0
1,6,1,4,1,1,1,1,3,1,1,2,1,1,1,39164,1,1,1,0
1,3,1,4,1,1,2,1,2,1,3,4,1,1,2,41612,1,1,3,0
1,2,1,1,1,1,7,2,1,1,1,2,1,2,2,200000,1,2,2,0
1,20,2,3,5,3,1,2,2,1,1,2,1,1,1,1000000,1,1,3,0
2,1,1,2,1,1,10,3,2,1,1,5,1,1,4,97233,1,1,1,0
2,2,1,1,1,1,5,1,1,1,1,4,1,2,2,117000,1,2,2,0
2,2,2,2,1,1,4,1,3,1,1,4,1,2,1,85000,1,2,2,0
1,12,1,1,1,1,2,1,4,1,1,4,1,4,1,73176,1,1,1,0
1,2,1,2,7,1,4,3,1,1,1,4,1,2,3,100000,1,2,2,0
1,1,1,1,1,1,6,3,2,1,1,1,1,1,2,62507,1,1,1,0
1,1,1,4,1,1,6,1,4,1,1,2,1,1,2,118068,1,1,1,0
1,13,1,1,1,1,1,1,4,2,1,7,1,5,1,115409,3,3,2,0
1,16,3,1,1,9,3,4,2,1,1,2,1,1,1,3336,3,3,2,0
1,2,1,5,1,11,4,2,3,1,1,4,1,2,2,65000,1,2,2,0
2,6,2,4,1,1,4,1,1,1,1,2,1,1,1,21300,1,1,1,0
1,4,1,1,4,4,3,3,2,1,1,1,3,3,2,66504,2,3,2,0
1,2,1,3,7,1,4,1,4,1,1,4,1,2,2,80000,1,2,2,0
1,6,1,1,1,3,1,1,4,1,1,4,1,1,2,45283,1,1,1,0
1,2,1,5,7,7,4,1,3,1,1,4,1,2,2,50000,1,2,2,0
1,2,1,1,6,1,11,1,1,1,1,8,1,2,3,89000,1,2,2,0
2,2,1,7,4,1,4,1,3,1,1,6,3,2,2,135000,1,2,2,0
1,2,1,2,1,1,4,3,4,1,1,6,1,2,3,115000,1,2,2,0
1,12,1,1,1,1,10,2,3,1,1,6,1,4,2,47984,1,1,1,0
2,8,1,4,9,1,6,3,2,1,1,1,1,1,2,10620,2,3,2,0
1,7,1,1,1,14,6,1,1,1,1,1,1,1,2,73433,1,1,1,1
1,5,2,4,1,1,6,1,2,1,1,2,4,1,2,44460,2,3,1,0
1,10,3,1,1,1,1,3,1,1,1,1,1,1,1,14688,1,1,1,0
2,2,1,1,1,3,1,3,4,1,1,2,1,2,2,95000,1,2,2,0
1,2,2,4,1,11,4,1,1,2,1,5,1,2,2,85000,1,2,2,0
1,2,1,1,8,1,1,1,3,1,1,4,1,2,2,135000,1,2,2,0
1,17,1,3,1,1,6,1,4,1,1,5,1,3,1,22608,1,1,2,0
1,12,2,1,1,1,1,3,4,1,1,1,1,4,2,67977,1,1,1,0
2,2,1,4,1,1,5,3,2,1,1,5,6,2,2,145000,1,2,2,0
1,2,1,3,1,1,1,1,2,1,1,1,1,2,1,60000,1,2,2,0
1,14,1,1,1,1,1,3,2,1,1,4,1,2,2,64417,1,1,1,0
1,6,1,4,1,1,5,1,2,1,1,1,1,1,3,323100,1,1,1,0
2,2,1,1,1,1,6,2,3,1,1,6,1,2,2,73000,1,2,2,0
1,13,3,1,1,1,1,2,4,1,1,4,1,5,1,20964,3,3,2,0
1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,83342,1,1,1,0
1,3,1,1,1,1,1,2,4,1,1,4,1,1,2,48955,1,1,3,0
2,8,1,6,1,1,8,1,3,1,1,8,1,1,3,40332,2,3,2,0
1,2,1,1,9,1,2,1,4,1,1,3,1,2,2,120000,1,2,2,0
1,13,1,1,1,1,2,2,2,1,1,8,1,5,1,29940,3,3,2,0
2,2,1,1,1,12,1,3,1,1,1,4,1,2,2,73000,1,2,2,0
1,2,1,1,7,7,1,1,3,1,1,4,7,2,2,80000,1,2,2,0
1,2,1,1,1,1,1,3,4,1,1,4,1,2,1,121000,1,2,2,0
1,2,1,1,1,4,2,1,1,1,1,4,3,2,2,107000,1,2,2,0
1,15,3,2,1,3,4,1,4,1,1,8,6,1,1,17628,1,1,1,0
1,2,1,1,1,14,1,2,1,1,1,2,2,2,2,63000,1,2,2,1
1,8,1,1,1,1,4,3,1,1,1,2,1,1,1,11892,2,3,2,0
1,4,1,1,1,1,1,1,4,1,1,4,3,3,1,7140,2,3,2,0
1,7,1,4,1,12,6,3,2,1,1,1,1,1,2,61194,1,1,1,0
2,2,1,4,8,1,4,3,4,2,1,5,1,2,2,105300,1,2,2,0
1,5,1,4,7,1,6,1,4,1,1,2,1,1,2,37056,2,3,1,0
1,2,1,5,1,1,1,3,3,1,1,3,6,2,2,90000,1,2,2,0
2,8,1,2,1,3,4,3,2,1,1,4,1,1,1,14856,2,3,2,0
1,2,3,1,9,7,7,3,4,1,1,2,1,2,3,151000,1,2,2,0
2,7,1,4,4,6,1,1,1,1,1,1,1,1,2,1000000,1,1,1,0
1,2,1,1,1,6,8,2,1,1,1,2,1,2,2,150000,1,2,2,0
1,8,2,4,4,1,1,2,3,1,1,8,1,1,2,21228,2,3,2,0
1,18,3,2,1,3,4,1,2,1,1,4,1,1,2,31944,1,1,3,0
1,1,1,2,1,1,9,1,2,1,1,2,1,1,4,783420,1,1,1,0
1,15,1,2,7,2,2,1,2,1,1,4,6,1,2,31821,1,1,1,0
1,16,1,4,1,5,5,1,3,1,1,4,1,1,3,50400,3,3,2,0
1,8,1,5,4,1,4,2,2,1,1,8,1,1,2,19104,2,3,2,0
1,15,1,1,3,1,4,1,2,2,1,1,6,1,2,18358,1,1,1,0
