Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,ConvertedSalary,HDI,GDP,GINI,TempTreatment
2,20,1,2,7,1,7,2,4,1,1,3,1,2,1,27600,3,2,2,0
1,12,1,4,8,1,7,2,4,1,1,4,1,1,3,39858,1,1,1,0
2,3,1,2,1,1,4,2,2,1,1,7,1,1,1,74076,1,1,3,0
2,4,1,2,1,2,3,2,3,1,1,1,1,2,3,176000,1,3,2,0
1,14,3,5,5,1,1,2,3,1,1,2,6,1,5,12732,3,2,2,0
2,2,1,1,6,1,7,2,3,1,1,1,3,2,2,5640,2,2,2,0
2,14,1,1,1,1,2,3,3,1,1,6,1,2,5,6180,3,2,2,0
2,1,1,1,1,1,11,2,2,1,1,1,1,1,1,90913,1,1,1,0
2,4,1,1,1,1,11,2,2,1,1,1,1,1,3,90000,1,3,2,0
2,4,2,2,2,8,1,2,1,1,1,3,1,1,3,130000,1,3,2,0
2,1,1,3,1,3,7,2,2,1,1,8,1,2,1,27781,1,1,1,0
2,4,1,2,6,1,7,2,2,1,1,2,1,1,3,115500,1,3,2,0
2,10,1,1,8,4,7,2,4,1,1,2,1,1,4,57981,1,1,1,0
2,7,1,2,1,8,2,2,3,1,1,3,1,2,1,80772,1,1,1,0
2,4,1,2,1,2,1,1,1,1,1,1,1,1,3,120000,1,3,2,0
2,7,1,2,1,1,3,2,3,1,1,2,1,1,1,69761,1,1,1,0
2,7,1,3,1,1,3,1,3,1,1,3,1,1,1,116268,1,1,1,0
2,14,1,1,1,1,7,3,3,1,1,1,1,1,5,26201,3,2,2,0
2,2,1,1,1,14,5,2,4,1,1,9,1,1,2,1879,2,2,2,0
2,7,1,2,3,4,5,2,3,1,1,3,1,1,1,55075,1,1,1,0
2,1,1,1,1,9,1,2,2,2,1,8,1,1,1,50005,1,1,1,0
2,4,1,4,1,1,2,3,4,1,3,3,1,1,3,48880,1,3,2,0
2,10,1,9,1,1,9,3,3,1,1,7,1,1,4,527820,1,1,1,0
1,2,2,1,3,2,2,2,3,1,1,1,3,1,2,9476,2,2,2,0
1,4,1,1,6,1,1,3,4,1,1,3,1,1,3,67000,1,3,2,0
2,4,1,9,1,6,7,2,1,1,1,2,1,2,3,2000000,1,3,2,0
2,12,2,2,3,6,8,1,2,1,1,1,1,1,3,201303,1,1,1,0
2,4,1,1,4,1,7,2,2,1,1,1,1,2,3,135000,1,3,2,0
2,2,1,1,3,6,2,1,3,1,1,2,1,2,2,22908,2,2,2,0
2,1,1,2,1,1,1,2,4,1,2,5,1,1,1,36810,1,1,1,0
2,11,1,2,3,1,1,2,3,1,1,5,1,1,1,45283,1,1,1,0
2,12,1,1,1,1,7,2,1,1,1,1,6,1,3,56365,1,1,1,0
2,17,1,2,1,4,4,1,2,1,1,8,1,2,1,61194,1,1,3,0
1,12,1,2,1,4,3,2,2,1,1,1,6,2,3,80521,1,1,1,0
2,7,2,3,1,1,3,3,3,1,1,3,4,2,1,35244,1,1,1,0
2,4,1,1,1,1,2,2,3,1,1,1,1,1,3,66000,1,3,2,0
2,11,1,1,1,1,1,2,3,1,1,4,1,1,1,61194,1,1,1,0
2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,54173,1,1,1,0
1,9,2,1,1,1,1,1,2,1,1,1,1,1,2,14304,2,2,2,0
1,1,1,7,7,9,7,2,3,1,1,3,1,1,1,56951,1,1,1,0
2,4,1,1,5,4,1,1,3,1,2,2,1,1,3,78000,1,3,2,0
2,4,1,1,8,1,7,2,4,1,1,1,1,1,3,100000,1,3,2,0
2,4,1,3,1,1,4,2,4,1,1,3,1,1,3,110000,1,3,2,0
2,7,1,2,5,1,4,2,2,1,1,2,1,2,1,73433,1,1,1,0
2,5,1,3,1,1,7,2,2,1,1,8,1,1,1,9876,2,2,1,0
2,4,1,2,9,9,2,2,1,1,1,1,1,1,3,62000,1,3,2,0
2,4,1,1,1,1,1,3,4,1,1,3,1,1,3,130000,1,3,2,0
2,2,1,1,1,1,2,2,2,1,1,3,1,2,2,38400,2,2,2,0
2,4,1,1,5,1,7,2,3,1,1,8,1,1,3,77946,1,3,2,0
2,4,1,3,1,1,2,1,3,1,1,6,1,2,3,50000,1,3,2,0
2,7,1,2,1,8,7,2,3,1,1,8,1,1,1,77104,1,1,1,0
1,16,1,2,1,1,7,1,3,1,1,2,1,2,1,73428,1,1,3,0
2,6,1,2,8,9,3,2,2,1,1,3,1,2,1,24,2,2,2,0
2,7,3,4,1,4,4,2,4,1,1,8,1,1,1,67560,1,1,1,0
2,4,1,1,1,1,7,2,3,1,1,1,1,1,3,83000,1,3,2,0
2,1,1,1,1,1,7,2,4,1,1,2,1,1,1,483384,1,1,1,0
2,4,1,1,1,1,3,1,2,1,1,1,1,2,3,140000,1,3,2,0
1,6,1,2,5,5,1,1,3,1,1,3,1,2,1,46704,2,2,2,0
2,18,1,2,1,1,1,3,3,1,1,3,5,1,1,85671,1,1,3,0
2,4,1,1,1,5,1,1,4,1,1,4,3,1,3,120000,1,3,2,0
2,4,1,3,9,1,3,2,2,1,1,3,1,1,3,2000000,1,3,2,0
2,7,1,1,8,5,2,2,1,1,1,1,4,2,1,73428,1,1,1,0
2,12,1,1,1,14,4,2,2,1,1,8,1,2,3,57975,1,1,1,0
2,12,1,1,1,2,2,2,3,1,1,3,3,2,3,60391,1,1,1,0
2,12,1,1,6,1,4,2,2,1,1,2,1,1,3,41871,1,1,1,0
2,2,1,1,3,6,2,3,3,1,1,2,3,1,2,6204,2,2,2,0
2,11,1,2,1,9,3,2,3,1,1,1,1,1,1,38498,1,1,1,0
2,10,1,3,4,14,5,2,1,1,1,5,1,1,4,43985,1,1,1,0
1,11,1,1,1,1,1,1,3,1,1,1,1,2,1,67313,1,1,1,0
1,4,1,1,1,1,3,2,2,1,1,5,1,1,3,100000,1,3,2,0
2,4,1,1,7,1,2,1,1,1,1,1,1,2,3,120000,1,3,2,0
2,4,1,3,11,1,5,2,4,1,1,1,1,1,3,31000,1,3,2,0
2,11,1,6,1,1,7,3,2,1,1,5,1,1,1,55075,1,1,1,0
2,13,1,5,1,4,1,2,3,1,1,3,1,1,1,69452,1,1,1,0
2,4,1,2,1,3,7,4,2,1,1,3,3,2,3,155000,1,3,2,1
2,8,1,5,1,3,2,2,1,1,1,2,1,1,1,440592,1,1,1,0
2,1,1,3,8,1,2,2,3,1,1,1,1,1,1,23058,1,1,1,0
2,6,3,2,5,1,7,2,3,1,1,1,1,1,1,44400,2,2,2,0
2,7,1,1,1,10,7,3,2,1,1,2,1,1,1,68537,1,1,1,0
2,9,2,1,1,7,2,1,3,1,1,1,1,1,2,1272,2,2,2,0
1,13,1,2,1,13,3,2,4,1,1,3,1,1,1,41612,1,1,1,0
2,2,1,1,1,2,7,1,1,1,1,8,3,1,2,14089,2,2,2,0
2,7,1,3,1,1,11,3,2,1,1,2,1,1,1,39164,1,1,1,0
2,15,1,1,1,1,2,2,3,1,1,4,1,1,2,39324,1,1,2,0
2,7,2,2,1,1,1,2,2,1,1,3,1,1,1,97910,1,1,1,0
1,1,1,1,1,1,4,3,3,1,1,1,1,1,1,56951,1,1,1,0
2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,600060,1,1,1,0
2,14,1,6,3,1,1,2,2,1,1,9,1,1,5,11232,3,2,2,0
2,4,1,1,1,4,7,3,4,1,1,7,2,1,3,42500,1,3,2,0
2,1,2,2,1,1,7,2,4,1,1,2,1,1,1,50005,1,1,1,0
2,4,1,1,1,1,1,2,2,1,1,3,1,1,3,178000,1,3,2,0
1,12,1,1,4,14,5,2,2,2,2,8,1,1,3,44609,1,1,1,0
2,8,3,5,1,1,1,3,3,1,2,2,1,1,1,34269,1,1,1,0
2,4,1,1,1,1,7,3,3,1,1,9,1,1,3,105000,1,3,2,0
1,16,1,1,1,3,2,2,3,1,1,1,1,1,1,47242,1,1,3,0
1,2,2,1,1,1,2,2,3,1,1,1,3,2,2,5636,2,2,2,0
1,4,3,2,3,7,7,2,4,1,1,1,1,1,3,110000,1,3,2,0
2,16,1,1,1,1,3,1,2,1,1,1,1,1,1,80776,1,1,3,0
1,9,1,3,11,1,3,2,2,1,1,2,1,1,2,52800,2,2,2,0
2,2,2,2,1,3,2,1,2,1,1,2,1,1,2,4512,2,2,2,0
2,2,1,3,1,1,1,2,4,1,1,2,3,2,2,6575,2,2,2,0
2,12,1,3,8,1,1,2,2,1,1,2,1,1,3,60391,1,1,1,0
2,4,1,1,1,1,1,2,4,1,1,3,1,2,3,145000,1,3,2,0
1,6,1,6,1,13,4,1,3,1,1,5,1,1,1,27600,2,2,2,0
2,4,2,3,1,1,7,3,2,1,1,9,2,1,3,60000,1,3,2,0
2,12,1,1,3,11,1,2,3,1,1,1,1,2,3,57975,1,1,1,0
2,4,1,1,1,1,1,3,3,1,1,3,1,2,3,112000,1,3,2,0
2,7,1,2,1,1,1,2,2,1,1,2,1,1,1,58746,1,1,1,0
1,2,1,1,1,1,7,2,1,1,1,7,3,1,2,13024,2,2,2,0
2,7,1,2,1,1,11,1,4,1,1,3,1,1,1,73428,1,1,1,0
2,4,1,7,1,8,3,2,2,2,1,3,1,1,3,150000,1,3,2,0
2,15,1,3,1,1,4,2,3,1,1,1,2,2,2,98304,1,1,2,0
2,12,1,2,1,1,7,2,2,1,1,3,3,1,3,56365,1,1,1,0
2,1,1,2,1,1,7,2,1,1,1,1,1,1,1,41671,1,1,1,0
2,7,1,1,3,4,7,1,2,1,1,2,1,1,1,91791,1,1,1,0
2,4,1,1,8,4,4,2,3,1,1,1,1,2,3,68000,1,3,2,0
2,4,1,1,1,1,2,1,2,1,1,2,1,1,3,175000,1,3,2,0
2,4,1,1,1,1,1,3,3,1,1,6,1,1,3,96500,1,3,2,0
1,2,1,2,1,4,1,2,3,1,1,1,1,2,2,7512,2,2,2,0
2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,113901,1,1,1,0
2,16,1,2,7,3,7,2,1,1,1,3,1,2,1,74657,1,1,3,0
1,7,1,2,8,1,1,2,2,1,1,1,4,1,1,660900,1,1,1,0
2,8,1,2,1,3,3,2,4,1,1,2,1,1,1,778392,1,1,1,0
2,12,1,1,4,3,2,2,3,2,1,3,3,1,3,80521,1,1,1,0
2,6,1,6,2,3,5,3,3,1,1,2,1,1,1,10620,2,2,2,0
2,3,1,2,1,1,4,2,4,1,1,6,1,2,1,70368,1,1,3,0
2,4,1,7,5,9,2,1,4,1,3,3,1,1,3,112320,1,3,2,0
2,7,1,2,1,1,7,1,3,1,1,3,1,1,1,70500,1,1,1,0
1,11,1,2,1,4,1,2,3,1,1,7,1,1,1,53851,1,1,1,0
2,12,1,1,1,1,3,2,4,1,2,1,5,1,3,104678,1,1,1,0
1,10,1,1,1,1,3,3,1,2,1,2,6,1,4,99967,1,1,1,0
2,2,1,2,1,2,2,2,2,1,1,3,3,1,2,5166,2,2,2,0
2,2,2,1,3,4,2,2,4,1,1,1,3,1,2,8266,2,2,2,0
2,12,1,1,1,8,3,2,4,1,1,5,1,1,3,80521,1,1,1,0
2,4,1,2,1,1,2,2,3,2,1,1,3,1,3,85000,1,3,2,0
2,7,1,2,1,1,1,2,3,1,1,1,1,1,1,84448,1,1,1,0
2,19,1,5,1,1,7,1,3,1,1,2,1,1,1,20556,1,1,3,0
2,10,1,3,1,15,1,3,2,1,1,1,1,1,4,75175,1,1,1,0
2,8,1,3,1,1,4,1,3,1,1,2,1,1,1,73433,1,1,1,0
2,3,1,3,1,6,2,2,1,1,1,6,1,1,1,336,1,1,3,0
2,1,1,7,5,7,7,2,1,1,1,2,1,1,1,44449,1,1,1,0
2,2,1,2,1,1,7,3,3,1,1,1,3,1,2,27240,2,2,2,0
2,9,1,2,4,1,5,2,3,2,1,1,1,2,2,8400,2,2,2,0
1,6,2,3,8,1,7,2,3,1,1,8,1,2,1,24408,2,2,2,0
1,4,1,2,1,1,4,2,3,2,1,6,1,1,3,90000,1,3,2,0
2,1,1,2,3,1,7,2,1,2,1,1,1,2,1,44449,1,1,1,0
2,4,3,3,1,3,5,4,1,1,1,7,2,1,3,21600,1,3,2,1
1,4,1,1,12,1,1,1,1,1,1,8,1,1,3,70000,1,3,2,0
2,9,3,1,1,6,2,1,4,1,1,2,4,1,2,39732,2,2,2,0
1,4,1,2,1,5,1,1,1,1,1,3,1,1,3,115000,1,3,2,0
1,20,1,2,3,1,7,3,3,1,1,8,1,1,1,20880,3,2,2,0
1,14,1,1,1,6,7,2,3,1,1,4,2,1,5,12477,3,2,2,0
2,6,1,1,3,1,11,2,3,1,1,1,1,2,1,38208,2,2,2,0
2,3,1,1,1,1,7,3,2,1,1,8,1,1,1,45960,1,1,3,0
2,4,1,1,5,4,2,1,3,1,1,8,1,1,3,105000,1,3,2,0
1,9,1,2,1,1,3,1,3,2,1,2,4,2,2,31789,2,2,2,0
1,4,1,2,1,1,3,2,4,1,1,1,1,1,3,120000,1,3,2,0
2,12,1,1,1,4,7,1,1,1,1,2,6,1,3,64417,1,1,1,0
2,4,1,1,1,1,1,1,2,1,1,1,1,1,3,106500,1,3,2,0
1,4,2,7,1,1,3,4,3,1,1,4,3,2,3,135000,1,3,2,1
2,4,1,1,1,1,4,2,3,1,1,1,1,2,3,104000,1,3,2,0
1,6,1,2,3,1,2,1,4,1,1,5,1,1,1,34176,2,2,2,0
2,11,1,6,10,1,2,3,3,1,1,3,1,1,1,36716,1,1,1,0
2,2,1,1,1,1,1,1,2,1,1,3,3,2,2,9396,2,2,2,0
2,4,1,1,1,1,11,4,3,1,1,3,5,2,3,175000,1,3,2,1
2,2,1,1,1,7,7,2,3,1,1,3,1,1,2,17220,2,2,2,0
2,4,1,1,1,1,2,2,3,1,1,1,1,2,3,125000,1,3,2,0
2,4,1,1,1,1,7,2,4,1,1,1,6,1,3,92000,1,3,2,0
2,17,1,2,1,1,4,2,2,1,1,3,1,1,1,76368,1,1,3,0
2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,76397,1,1,1,0
2,3,1,4,12,3,2,2,3,1,1,7,1,1,1,56892,1,1,3,0
2,2,1,1,8,3,3,2,3,1,1,1,3,2,2,43832,2,2,2,0
2,4,1,2,1,1,3,2,4,2,1,1,6,1,3,187000,1,3,2,0
2,7,1,2,1,8,3,1,3,1,1,2,1,1,1,68537,1,1,1,0
2,4,1,1,1,3,1,1,2,1,1,1,1,2,3,80000,1,3,2,0
1,11,1,2,1,7,3,1,3,1,1,1,1,2,1,53851,1,1,1,0
1,2,1,1,8,1,2,2,3,1,4,1,1,2,2,7827,2,2,2,0
2,6,1,3,5,3,1,2,3,2,1,8,1,2,1,13800,2,2,2,0
2,6,1,5,1,1,2,1,3,1,1,1,1,2,1,28236,2,2,2,0
2,4,1,1,1,1,1,3,4,1,1,2,1,1,3,90000,1,3,2,0
2,4,1,2,1,1,4,2,3,1,1,1,1,2,3,136000,1,3,2,0
2,1,2,3,9,3,7,1,1,1,1,8,1,2,1,700080,1,1,1,0
2,7,2,3,1,4,2,2,3,1,2,2,1,1,1,12636,1,1,1,0
1,8,1,2,1,1,3,2,3,1,1,2,1,1,1,36716,1,1,1,0
2,11,1,3,1,1,4,3,2,1,1,1,1,2,1,49932,1,1,1,0
2,13,1,1,1,1,1,1,3,1,1,6,2,2,1,35492,1,1,1,0
2,3,1,5,7,3,2,2,4,1,1,7,1,2,1,46416,1,1,3,0
2,2,1,1,1,4,5,1,4,1,1,1,2,1,2,2160,2,2,2,0
1,4,2,2,4,4,2,1,1,1,1,8,1,2,3,68000,1,3,2,0
2,2,1,1,1,1,1,1,3,1,1,7,3,1,2,13619,2,2,2,0
2,7,1,3,2,1,2,2,3,1,1,4,1,1,1,36716,1,1,1,0
2,4,1,2,5,8,2,2,4,1,1,7,2,2,3,85000,1,3,2,0
1,12,1,1,1,17,7,2,1,1,1,3,1,1,3,48313,1,1,1,0
2,14,1,8,1,1,7,2,3,1,1,8,2,2,5,11232,3,2,2,0
1,9,1,1,1,1,7,3,4,1,1,3,4,1,2,14628,2,2,2,0
2,5,1,2,3,2,3,3,2,1,1,2,1,1,1,59988,2,2,1,0
2,10,1,1,1,1,7,2,4,1,1,1,1,1,4,143952,1,1,1,0
2,5,1,2,1,1,6,2,3,1,2,4,1,2,1,52932,2,2,1,0
2,6,1,1,1,1,1,2,4,1,1,2,1,1,1,41400,2,2,2,0
2,11,1,2,1,1,4,1,4,1,1,1,6,1,1,71352,1,1,1,0
1,12,1,1,1,1,7,2,4,1,1,2,1,1,3,56365,1,1,1,0
2,14,2,2,8,1,7,3,1,1,1,7,1,1,5,11232,3,2,2,0
2,4,1,1,1,15,1,2,3,1,1,1,1,1,3,110000,1,3,2,0
2,2,1,1,1,1,1,2,2,2,1,6,3,1,2,16040,2,2,2,0
2,1,1,4,8,1,1,1,3,1,1,6,1,2,1,443376,1,1,1,0
2,2,1,2,1,1,7,3,3,1,1,1,6,2,2,7512,2,2,2,0
2,2,1,1,1,1,7,2,2,1,1,3,1,2,2,12524,2,2,2,0
2,6,1,1,1,1,2,3,2,1,1,8,1,1,1,19104,2,2,2,0
2,2,1,7,1,1,1,2,3,1,1,2,3,1,2,15972,2,2,2,0
2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,7884,2,2,2,0
2,7,1,2,7,14,2,2,3,1,1,2,1,2,1,67313,1,1,1,0
2,4,1,2,1,4,1,1,3,1,1,6,1,1,3,160000,1,3,2,0
2,7,1,1,5,2,1,2,2,1,1,1,1,1,1,73433,1,1,1,0
2,2,3,3,3,2,2,3,1,1,1,1,3,1,2,7512,2,2,2,0
1,2,1,1,1,4,1,2,1,1,1,2,3,2,2,13152,2,2,2,0
1,7,1,1,1,1,7,1,4,1,1,7,1,1,1,1000000,1,1,1,0
2,6,1,2,1,1,2,2,2,1,1,1,1,1,1,21228,2,2,2,0
2,4,1,1,1,1,1,1,2,1,1,2,1,1,3,87000,1,3,2,0
2,7,2,1,3,8,3,2,2,1,1,2,1,1,1,14688,1,1,1,0
2,1,1,1,9,3,2,1,4,1,1,2,1,2,1,55562,1,1,1,0
2,4,1,1,1,1,7,1,4,1,1,3,1,1,3,110000,1,3,2,0
2,4,1,1,1,1,2,2,4,1,1,1,1,1,3,58000,1,3,2,0
1,4,1,1,6,1,7,2,2,1,1,1,1,1,3,115000,1,3,2,0
2,13,1,2,1,1,11,1,2,1,1,3,1,1,1,71435,1,1,1,0
2,4,1,1,1,1,7,1,3,1,1,3,1,1,3,120000,1,3,2,0
2,13,3,6,3,1,1,3,3,1,1,5,2,1,1,32979,1,1,1,0
2,2,1,1,3,1,2,2,2,1,1,8,3,1,2,8736,2,2,2,0
2,4,1,2,1,9,3,2,3,1,1,1,1,2,3,83000,1,3,2,0
1,9,1,1,1,1,2,2,2,1,1,1,1,1,2,228,2,2,2,0
2,11,2,2,1,4,7,2,2,1,1,3,1,1,1,110148,1,1,1,0
2,4,1,1,1,1,4,2,3,1,1,3,1,1,3,71760,1,3,2,0
2,5,1,3,1,3,1,2,3,1,1,2,1,1,1,21168,2,2,1,0
1,2,1,1,3,1,2,2,4,1,1,8,1,2,2,7592,2,2,2,0
2,11,1,6,1,15,4,2,1,1,1,5,1,1,1,51403,1,1,1,0
2,4,1,1,1,10,3,2,4,1,1,2,1,1,3,108000,1,3,2,0
2,4,1,1,1,1,2,1,1,1,1,3,2,1,3,94000,1,3,2,0
2,1,1,2,5,1,11,2,2,1,1,2,1,1,1,69452,1,1,1,0
2,4,1,1,1,6,2,2,4,1,1,3,1,2,3,54000,1,3,2,0
1,2,2,3,1,1,2,2,3,1,2,1,1,2,2,6948,2,2,2,0
2,4,1,1,1,1,9,1,3,1,1,8,3,2,3,195000,1,3,2,0
2,11,1,1,1,4,2,1,3,1,1,2,1,1,1,30597,1,1,1,0
2,4,1,1,8,1,7,2,2,2,1,1,7,1,3,60000,1,3,2,0
2,20,1,2,1,1,2,2,2,1,1,7,1,1,1,24000,3,2,2,0
2,4,3,1,1,8,1,3,1,1,1,6,1,1,3,79032,1,3,2,0
2,12,1,1,1,1,1,2,2,1,1,1,1,2,3,44287,1,1,1,0
2,4,1,3,1,5,7,1,3,1,1,6,2,2,3,55000,1,3,2,0
2,10,1,1,1,1,3,2,4,1,1,2,1,1,4,51983,1,1,1,0
2,4,3,3,1,3,6,2,3,1,1,8,1,2,3,59115,1,3,2,0
2,11,1,2,8,4,2,1,2,1,1,5,1,1,1,55075,1,1,1,0
2,9,1,2,1,1,7,3,1,1,1,1,1,2,2,222528,2,2,2,0
2,1,1,1,1,9,7,2,2,1,1,2,1,1,1,30559,1,1,1,0
2,4,1,2,1,1,7,2,2,1,1,3,3,1,3,2000000,1,3,2,0
2,4,1,1,1,1,1,3,3,2,1,1,3,1,3,60000,1,3,2,0
2,5,1,2,3,1,2,2,3,1,1,3,1,1,1,8472,2,2,1,0
2,10,1,3,11,15,7,2,1,1,1,2,1,1,4,199933,1,1,1,0
2,7,1,2,5,1,1,2,3,1,1,3,1,1,1,82000,1,1,1,0
2,20,2,2,1,1,1,2,3,1,1,3,1,1,1,36000,3,2,2,0
2,11,1,2,1,1,4,2,2,1,1,3,1,1,1,183582,1,1,1,0
2,5,1,1,1,1,3,2,4,1,1,3,1,1,1,111747,2,2,1,0
2,13,1,2,3,1,2,2,3,1,1,3,1,1,1,33045,1,1,1,0
1,4,1,1,7,5,7,1,3,2,1,5,2,1,3,145000,1,3,2,0
2,7,1,1,1,1,3,1,2,1,1,2,1,1,1,69024,1,1,1,0
2,4,1,3,9,1,2,2,3,1,1,7,1,1,3,76000,1,3,2,0
2,4,3,1,1,18,2,1,2,1,1,3,1,1,3,12000,1,3,2,0
1,7,1,3,1,15,2,2,2,1,1,1,1,1,1,61194,1,1,1,0
2,4,1,1,5,1,4,2,4,1,3,1,1,1,3,177000,1,3,2,0
2,15,1,1,8,1,1,4,2,1,1,8,3,1,2,63192,1,1,2,1
2,1,1,1,1,1,7,1,1,1,1,2,1,1,1,44449,1,1,1,0
2,2,1,1,1,2,2,3,3,1,1,1,3,1,2,6204,2,2,2,0
2,5,2,1,5,1,1,2,4,1,1,3,1,1,1,24114,2,2,1,0
2,2,1,1,1,2,2,2,2,1,1,3,3,2,2,18780,2,2,2,0
2,2,2,2,1,4,1,3,2,1,1,1,2,1,2,20351,2,2,2,0
2,4,1,1,4,1,2,1,1,1,1,1,1,1,3,53000,1,3,2,0
2,4,1,1,1,1,11,1,2,1,3,3,1,1,3,113000,1,3,2,0
2,4,1,2,3,3,4,2,2,1,1,3,1,1,3,150000,1,3,2,0
2,2,1,1,3,3,7,1,2,1,1,1,3,1,2,13306,2,2,2,0
2,17,1,1,1,1,1,2,3,1,1,8,1,1,1,36720,1,1,3,0
2,7,1,2,8,1,1,2,3,1,1,3,1,1,1,66089,1,1,1,0
2,10,1,1,1,1,4,2,4,1,1,1,1,1,4,95968,1,1,1,0
1,6,1,1,1,4,7,3,3,1,1,5,1,1,1,4248,2,2,2,0
2,13,1,1,3,1,7,2,3,1,1,1,1,2,1,73433,1,1,1,0
2,9,1,4,11,3,7,2,3,1,1,8,1,2,2,20556,2,2,2,0
2,6,1,1,1,6,5,2,2,2,1,1,1,1,1,10620,2,2,2,0
2,4,1,4,8,1,1,2,3,1,1,6,1,1,3,1850000,1,3,2,0
2,2,1,2,1,2,7,1,1,1,1,2,1,2,2,150288,2,2,2,0
2,2,2,1,1,1,3,2,3,1,1,3,1,1,2,13200,2,2,2,0
2,1,1,2,3,4,2,2,3,1,1,1,1,1,1,45838,1,1,1,0
1,2,1,2,1,2,2,2,1,1,1,1,5,1,2,12216,2,2,2,0
2,4,1,2,1,1,5,2,4,2,1,3,3,1,3,73645,1,3,2,0
2,4,1,1,1,1,11,2,2,1,1,5,1,2,3,108000,1,3,2,0
2,1,2,3,1,4,2,1,2,1,1,9,1,1,1,410328,1,1,1,0
2,19,1,2,1,10,8,1,3,1,1,7,1,2,1,91791,1,1,3,0
2,4,1,3,6,1,5,2,3,1,1,8,5,2,3,80000,1,3,2,0
1,17,2,2,1,4,2,2,1,1,1,2,1,1,1,67313,1,1,3,0
1,1,1,1,1,1,7,1,4,1,1,1,1,1,1,48616,1,1,1,0
2,4,1,2,3,1,3,2,4,1,1,1,1,1,3,82000,1,3,2,0
2,4,3,1,3,1,7,2,4,1,1,1,4,1,3,85000,1,3,2,0
2,4,1,1,1,1,3,2,2,1,1,5,1,2,3,55000,1,3,2,0
2,2,1,1,1,3,7,2,3,1,1,7,1,2,2,20351,2,2,2,0
2,17,2,1,1,1,2,2,2,1,1,1,1,1,1,44064,1,1,3,0
2,13,1,2,1,1,3,3,2,1,1,5,1,1,1,587460,1,1,1,0
2,2,2,2,3,1,5,3,2,1,1,3,3,1,2,5640,2,2,2,0
2,11,1,2,1,9,2,2,2,1,1,3,1,1,1,53851,1,1,1,0
1,1,1,2,1,4,2,2,3,1,1,1,1,1,1,41671,1,1,1,0
2,13,1,2,1,3,7,2,2,1,1,1,2,1,1,41124,1,1,1,0
2,4,1,1,5,3,2,2,4,1,1,1,1,1,3,86000,1,3,2,0
2,2,2,1,1,2,2,2,4,1,1,8,6,1,2,93924,2,2,2,0
2,12,1,4,1,1,1,1,2,1,1,4,7,1,3,60391,1,1,1,0
2,12,1,1,1,1,7,1,4,1,1,1,1,1,3,53144,1,1,1,0
2,7,1,9,7,1,11,3,3,1,1,3,1,1,1,79308,1,1,1,0
1,7,1,2,7,4,3,2,1,1,1,3,1,2,1,159104,1,1,1,0
1,5,1,1,1,2,1,1,4,1,1,3,1,1,1,42348,2,2,1,0
2,12,1,1,1,1,2,2,3,1,1,3,1,1,3,44609,1,1,1,0
2,4,1,1,4,16,2,2,3,1,3,8,5,1,3,120000,1,3,2,0
2,11,1,6,12,1,7,3,1,1,1,3,1,1,1,44064,1,1,1,0
2,4,1,1,1,5,1,2,4,1,1,1,1,1,3,200000,1,3,2,0
2,18,1,4,1,1,3,1,3,1,3,6,1,1,1,62556,1,1,3,0
1,4,1,1,8,13,1,2,1,1,1,5,1,1,3,2000000,1,3,2,0
2,6,1,2,1,1,7,3,2,1,1,3,1,1,1,33972,2,2,2,0
2,2,1,1,5,3,5,1,2,1,1,1,1,1,2,15972,2,2,2,0
2,4,1,1,1,1,5,1,3,1,1,1,4,2,3,70000,1,3,2,0
2,1,1,3,1,4,3,2,2,1,1,2,1,2,1,48616,1,1,1,0
1,16,1,1,1,2,7,3,3,1,1,3,1,1,1,44060,1,1,3,0
2,7,1,5,1,6,7,1,4,1,1,3,1,1,1,61680,1,1,1,0
1,2,1,1,1,4,2,2,4,1,1,2,3,1,2,8340,2,2,2,0
2,1,1,1,1,1,4,2,4,1,1,9,1,1,1,62507,1,1,1,0
2,6,1,2,1,1,1,1,2,1,1,3,1,1,1,25476,2,2,2,0
2,14,2,3,1,1,7,2,4,1,1,8,1,1,5,7488,3,2,2,0
1,4,1,1,1,3,2,2,4,1,1,1,1,1,3,63000,1,3,2,0
2,4,3,1,1,1,2,3,3,1,1,2,1,1,3,100000,1,3,2,0
2,4,1,1,1,1,3,2,3,1,1,8,3,2,3,1320000,1,3,2,0
2,8,2,5,8,1,3,2,4,1,1,7,1,1,1,36716,1,1,1,0
1,13,1,1,1,1,3,1,3,1,1,2,1,1,1,48955,1,1,1,0
2,4,1,3,3,1,7,2,4,1,1,5,3,1,3,60000,1,3,2,0
1,4,1,1,4,4,1,1,3,1,3,3,1,1,3,112000,1,3,2,0
2,4,1,6,7,1,1,1,3,1,1,3,1,2,3,142000,1,3,2,0
2,16,1,3,1,14,4,2,3,1,1,1,1,1,1,55075,1,1,3,0
2,7,1,2,7,1,11,2,3,1,1,3,1,2,1,78328,1,1,1,0
